Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address,google_type,google_latitude,google_longitude
6686,centre communautaire Jean-René-Monette,Leisure / Community Centres,General,Indoor,Public,,"89, RUE JEAN-RENE-MONETTE, GATINEAU, QC",ROOFTOP,45.4796974,-75.6481025
6687,Centre d'animation jeunesse d'Aylmer (CAJA),Physical Recreation & Sports,Sport fields,Both,Public,,"92, RUE DU PATRIMOINE, GATINEAU, QC",ROOFTOP,45.39277310000001,-75.8438975
6690,centre communautaire Frank-Robinson,Leisure / Community Centres,General,Indoor,Public,,"96 RUE DU PATRIMOINE, GATINEAU, QC",ROOFTOP,45.39345369999999,-75.8433541
6691,Aréna Frank-Robinson,Ice,Single surface,Indoor,Public,,,,,
6692,Centre sportif Robert-Rochon,Ice,Single surface,Indoor,Public,,"97, RUE DE L'ARENA, GATINEAU, QC",ROOFTOP,45.547385,-75.4085994
6693,Centre communautaire Saint-Raymond ,Physical Recreation & Sports,Sport fields,Indoor,Public,,"99, BOUL. SAINT-RAYMOND, GATINEAU, QC",ROOFTOP,45.4466718,-75.7430835
6695,centre communautaire Saint-Raymond,Leisure / Community Centres,General,Indoor,Public,,"99, BOULEVARD SAINT-RAYMOND, GATINEAU, QC",ROOFTOP,45.4466718,-75.7430835
6696,Trait d'Union Outaouais Inc.,Leisure / Community Centres,General,Indoor,Public,1.0,"109 RUE WRIGHT, GATINEAU, QC",ROOFTOP,45.4271269,-75.7187352
6697,Aréna Campeau,Ice,Single surface,Indoor,Public,,"165 RUE DES SABLES, GATINEAU, QC",ROOFTOP,45.4973462,-75.5929176
6698,Campeau Arena,Leisure / Community Centres,General,Indoor,Public,,"165 RUE DES SABLES, GATINEAU, QC",ROOFTOP,45.4973462,-75.5929176
6699,Centre communautaire de Limbour,Leisure / Community Centres,General,Indoor,Public,1.0,"288 CHEMIN LEBAUDY, GATINEAU, QC",ROOFTOP,45.4978109,-75.7390021
6700,Farm Point Community Centre,Leisure / Community Centres,General,Indoor,Public,,"311 CHEMIN DE LA RIVIERE, GATINEAU, QC",ROOFTOP,46.4214849,-75.95253799999999
6701,Centre Culturel Jacques-Auger,Leisure / Community Centres,General,Indoor,Public,1.0,"39 RUE LEDUC, GATINEAU, QC",ROOFTOP,45.4267625,-75.7183661
6702,Palais des Congrès de Gatineau,Leisure / Community Centres,General,Indoor,Public,1.0,"50 BOULEVARD MAISONNEUVE, GATINEAU, QC",ROOFTOP,45.4270436,-75.7135795
6703,Groupe communautaire Deschênes,Leisure / Community Centres,General,Indoor,Public,1.0,"55 CHEMIN VANIER, GATINEAU, QC",ROOFTOP,45.3835684,-75.8045178
6704,centre communautaire André-Touchet,Leisure / Community Centres,General,Indoor,Public,,"57 CHEMIN VANIER, GATINEAU, QC",ROOFTOP,45.3837357,-75.80392839999999
6705,Aydelu,Leisure / Community Centres,General,Indoor,Public,,"94 RUE DU PATRIMOINE, GATINEAU, QC",ROOFTOP,45.39393,-75.8438639
6708,Action Quartiers,Leisure / Community Centres,General,Indoor,Public,1.0,"SOUS-SOL, 2 RUE FORTIER, GATINEAU, QC",ROOFTOP,45.4361706,-75.7368475
6709,Centre communautaire du Parc J.-A. Perkins,Leisure / Community Centres,General,Indoor,Public,,"17, CHEMIN DU MANOIR, VAL-DES-MONTS, QC",ROOFTOP,45.599388,-75.61756299999999
6710,Centre communautaire du Parc Thibault,Leisure / Community Centres,General,Indoor,Public,,"24, CHEMIN DU PARC, VAL-DES-MONTS, QC",ROOFTOP,45.6846506,-75.7166675
6711,Centre communautaire du Parc Saint-Germain,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2720, ROUTE PRINCIPALE, VAL-DES-MONTS, QC",ROOFTOP,45.7868667,-75.7101874
6712,Aréna Sportium,Ice,Single surface,Indoor,Public,,"5, CHEMIN DU MANOIR, VAL-DES-MONTS, QC",ROOFTOP,45.5985093,-75.61773
6713,PLAGE MUNICIPALE,Leisure / Community Centres,General,Indoor,Public,,"1214, ROUTE PRINCIPALE, VAL-DES-MONTS, QC",ROOFTOP,45.6973663,-75.71489559999999
6714,CLSC de Val-des-Monts,Leisure / Community Centres,General,Indoor,Public,,"1884 ROUTE DU CARREFOUR, VAL-DES-MONTS, QC",ROOFTOP,45.5850695,-75.6192325
6715,RAMPES DE MISE À L'EAU,Leisure / Community Centres,General,Indoor,Public,,"2, CHEMIN PELISSIER, VAL-DES-MONTS, QC",RANGE_INTERPOLATED,45.6519037,-75.6809073
6716,PARC MARC CARRIÈRE,Leisure / Community Centres,General,Indoor,Public,,"2233, MONTEE PAIEMENT, VAL-DES-MONTS, QC",ROOFTOP,45.599919,-75.623548
6717,Val-Des-Monts Youth House,Leisure / Community Centres,General,Indoor,Public,1.0,"30 CHEMIN DE L'EGLISE, VAL-DES-MONTS, QC",ROOFTOP,45.6843948,-75.7207024
6718,NAKKERTOK,Leisure / Community Centres,General,Indoor,Public,,"82, ROUTE DU CARREFOUR, VAL-DES-MONTS, QC",RANGE_INTERPOLATED,45.6602702,-75.7225559
6719,Multi-purpose community centre (MCC),Leisure / Community Centres,General,Indoor,Public,,"6 IMPASSE DES ETOILES, CANTLEY, QC",RANGE_INTERPOLATED,45.5522476,-75.785213
6723,Complexe sportif La Pêche,Ice,Single surface,Indoor,Public,1.0,"20, CHEMIN RAPHAEL, LA PECHE, QC",GEOMETRIC_CENTER,45.6449851,-76.03512959999999
6726,Centre communautaire de Rupert,Leisure / Community Centres,General,Indoor,Public,1.0,"24, CHEMIN SHOULDICE, LA PECHE, QC",RANGE_INTERPOLATED,45.690973,-75.98520479999999
6727,Centre Wakefield La Pêche,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"38, CHEMIN VALLEE-DE-WAKEFIELD, LA PECHE, QC",ROOFTOP,45.63187870000001,-75.93051770000001
6730,"Centre communautaire de Masham, a/s Club de l’âge d’or Les bons Amis de Masham ",Leisure / Community Centres,General,Indoor,Public,,"41, CHEMIN PASSE-PARTOUT, LA PECHE, QC",RANGE_INTERPOLATED,45.64313,-76.0393052
6731,"Centre communautaire du Lac des Loups, a/s Loisirs Lac-des-Loups",Leisure / Community Centres,General,Indoor,Public,,"6, CHEMIN LIONEL BEAUSOLEIL, LA PECHE, QC",RANGE_INTERPOLATED,45.6857232,-76.21212290000001
6732,"Centre communautaire Ste-Sophie, East Aldfield",Leisure / Community Centres,General,Indoor,Public,,"951, CHEMIN CLEO-FOURNIER , LA PECHE, QC",RANGE_INTERPOLATED,45.7454611,-76.1838815
6733,Hollow Glen Community Centre,Leisure / Community Centres,General,Indoor,Public,,"12, CHEMIN DU PARC, CHELSEA, QC",ROOFTOP,45.48916149999999,-75.8859434
6734,The Meredith Centre,Ice,Single surface,Indoor,Public,,"23 CECIL RD., CHELSEA, QC",ROOFTOP,45.5073018,-75.7913411
6738,Gymnasium at the Notre-Dame-de-la-Joie School in Luskville,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1.0,"14 CHEMIN DU VILLAGE, LUSKVILLE, QC",ROOFTOP,45.5348189,-76.0152394
6740,Hall at the Breckenridge Fire Station,Leisure / Community Centres,General,Indoor,Public,1.0,"1491 HIGHWAY 148, LUSKVILLE, QC",ROOFTOP,45.4320574,-75.9039647
6741,Quyon Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"2 CH. DU FERRY, QUYON, QC",RANGE_INTERPOLATED,45.5191482,-76.23523920000001
6742,Luskville Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"2024 HIGHWAY 148, LUSKVILLE, QC",ROOFTOP,45.5284074,-76.00173649999999
6743,The Bert Kennedy Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"885, RUE DE CLARENDON, QUYON, QC",ROOFTOP,45.5190357,-76.2401323
6744,Aréna Guy Lafleur,Ice,Single surface,Indoor,Public,,"177 RUE GALIPEAU, THURSO, QC",ROOFTOP,45.6010554,-75.24326219999999
6746,Centre Action Générations des Inés de la Vallée-de-la-Lièvre,Leisure / Community Centres,Seniors,Indoor,Public,,"390, AVENUE DE BUCKINGHAM, GATINEAU, QC",ROOFTOP,45.589923,-75.4170013
6747,Arpidrome,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"750, RUE DE LA SORBONNE, CHARLESBOURG, QC",ROOFTOP,46.8641918,-71.25685440000001
6750,Centre Saint-Louis,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"262, RUE RACINE, LA HAUTE-SAINT-CHARLES, QC",ROOFTOP,46.8519768,-71.3595749
6751,École secondaire de Rochebelle,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1095, AVENUE DE ROCHEBELLE, SAINTE-FOY, QC",ROOFTOP,46.768231,-71.2983661
6752,Aréna Bardy,Ice,Single surface,Indoor,Public,,"2280, AVENUE MONSEIGNEUR-GOSSELIN, LA CITE-LIMOILOU, QC",ROOFTOP,46.8440427,-71.2229421
6753,Aréna des Deux Glaces,Ice,2+ surfaces,Indoor,Public,,"1515, RUE DE L'INNOVATION, LA HAUTE-SAINT-CHARLES, QC",ROOFTOP,46.85898359999999,-71.4178872
6754,Aréna Duberger,Ice,Single surface,Indoor,Public,,"3050, BOULEVARD CENTRAL, LES RIVIERES, QC",ROOFTOP,46.8163283,-71.29339449999999
6755,Aréna Gaétan-Duchesne,Ice,Single surface,Indoor,Public,,"2650, AVENUE D'ALEMBERT, LES RIVIERES, QC",ROOFTOP,46.8094809,-71.3249423
6756,Aréna Marcel-Bédard,Ice,Single surface,Indoor,Public,,"655, BOULEVARD DES CHUTES, BEAUPORT, QC",GEOMETRIC_CENTER,46.8568767,-71.1909545
6757,Aréna Patrick-Poulin,Ice,Single surface,Indoor,Public,,"220, AVENUE DU CHANOINE-COTE, LES RIVIERES, QC",ROOFTOP,46.815552,-71.2554687
6758,Aréna Réjean-Lemelin,Ice,Single surface,Indoor,Public,,"1300, RUE POMPADOUR, CHARLESBOURG, QC",ROOFTOP,46.8862016,-71.2663136
6759,Centre communautaire Michel-Labadie,Ice,Single surface,Indoor,Public,,"3705, AVENUE CHAUVEAU, LES RIVIERES, QC",ROOFTOP,46.8325792,-71.3466394
6762,Centre sportif de Sainte-Foy,Ice,Single surface,Indoor,Public,,"930, AVENUE ROLAND-BEAUDIN, SAINTE-FOY, QC",ROOFTOP,46.7708617,-71.2999483
6763,Centre sportif Marc-Simoneau,Ice,Single surface,Indoor,Public,,"3500, RUE CAMBRONNE, BEAUPORT, QC",ROOFTOP,46.8619826,-71.2090132
6764,Colisée de Loretteville,Ice,Single surface,Indoor,Public,,"86, BOULEVARD DES ETUDIANTS, LA HAUTE-SAINT-CHARLES, QC",ROOFTOP,46.856139,-71.362363
6765,Centre communautaire Ferland,Aquatics,25m pool with or without other pools,Indoor,Public,,"1600, 8E AVENUE, LA CITE-LIMOILOU, QC",ROOFTOP,46.8321086,-71.2283539
6766,Centre communautaire Lucien-Borne,Aquatics,25m pool with or without other pools,Indoor,Public,,"100, CHEMIN SAINTE-FOY, LA CITE-LIMOILOU, QC",ROOFTOP,46.8067679,-71.2286074
6770,Centre de loisirs Monseigneur-De Laval,Aquatics,25m pool with or without other pools,Indoor,Public,,"2, RUE DU FARGY, BEAUPORT, QC",ROOFTOP,46.8583613,-71.189771
6771,Complexe Jean-Paul-Nolin,Aquatics,25m pool with or without other pools,Indoor,Public,,"340, RUE CHABOT, LES RIVIERES, QC",ROOFTOP,46.8133224,-71.2635477
6772,École secondaire de La Seigneurie,Aquatics,25m pool with or without other pools,Indoor,Public,,"645, AVENUE DU CENACLE, BEAUPORT, QC",ROOFTOP,46.8733253,-71.1908407
6773,Institut de réadaptation en déficience physique de Québec (IRDPQ),Aquatics,25m pool with or without other pools,Indoor,Public,,"525, BOULEVARD WILFRID-HAMEL EST, LES RIVIERES, QC",ROOFTOP,46.8206989,-71.2463831
6774,Pavillon de l'éducation physique et des sports de l'Université Laval (PEPS),Aquatics,50m+ pool with or without other pools,Indoor,Public,,"2300, RUE DE LA TERRASSE, SAINTE-FOY, QC",ROOFTOP,46.784796,-71.27690869999999
6776,Piscine A. Couture (Collège François-de-Laval),Aquatics,25m pool with or without other pools,Indoor,Public,,"41, RUE SAINTE-FAMILLE, LA CITE-LIMOILOU, QC",ROOFTOP,46.8146112,-71.2065733
6777,Piscine de l'école L'Odyssée,Aquatics,25m pool with or without other pools,Indoor,Public,,"1485, RUE DE L'INNOVATION, LA HAUTE-SAINT-CHARLES, QC",ROOFTOP,46.8582752,-71.4189648
6779,Piscine de l'édifice Denis-Giguère,Aquatics,25m pool with or without other pools,Indoor,Public,,"305, RUE RACINE, LA HAUTE-SAINT-CHARLES, QC",ROOFTOP,46.8505467,-71.3597479
6780,Piscine du Campus Notre-Dame-de-Foy,Aquatics,25m pool with or without other pools,Indoor,Public,,"5000, RUE CLEMENT-LOCKQUELL, SAINT-AUGUSTIN-DE-DESMAURES, QC",ROOFTOP,46.7367533,-71.4001397
6781,Piscine Jacques-Amyot,Aquatics,25m pool with or without other pools,Indoor,Public,,"3643, AVENUE DES COMPAGNONS, SAINTE-FOY, QC",ROOFTOP,46.759687,-71.3282881
6782,Piscine Jos.-A.-Lachance,Aquatics,25m pool with or without other pools,Indoor,Public,,"2920, RUE CLAISSE, LES RIVIERES, QC",ROOFTOP,46.8164223,-71.3143557
6783,Piscine Jules-Dallaire - Patro Roc-Amadour,Aquatics,25m pool with or without other pools,Indoor,Public,,"2301, 1RE AVENUE, LA CITE-LIMOILOU, QC",ROOFTOP,46.8331542,-71.24225969999999
6784,Patro Roc-Amadour,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2301, 1RE AVENUE, LA CITE-LIMOILOU, QC",ROOFTOP,46.8331542,-71.24225969999999
6786,Piscine Lucien-Flamand (centre Wilbrod-Bhérer),Aquatics,25m pool with or without other pools,Indoor,Public,,"7, RUE ROBERT-RUMILLY, LA CITE-LIMOILOU, QC",ROOFTOP,46.8170957,-71.2361268
6787,Piscine municipale du Bourg-Royal,Aquatics,25m pool with or without other pools,Indoor,Public,,"640, AVENUE DU BOURG-ROYAL, CHARLESBOURG, QC",ROOFTOP,46.8769258,-71.24352209999999
6788,Piscine Sylvie-Bernier,Aquatics,25m pool with or without other pools,Indoor,Public,,"3020, BOULEVARD HOCHELAGA, SAINTE-FOY, QC",ROOFTOP,46.7672103,-71.2982474
6790,Piscine Wilfrid-Hamel,Aquatics,25m pool with or without other pools,Indoor,Public,,"155, RUE BIGAOUETTE, LA CITE-LIMOILOU, QC",ROOFTOP,46.8119608,-71.2416497
6791,YWCA Québec,Aquatics,25m pool with or without other pools,Indoor,Public,,"855, AVENUE HOLLAND, LA CITE-LIMOILOU, QC",ROOFTOP,46.794224,-71.2513683
6794,Complexe de soccer Chauveau,Physical Recreation & Sports,Sport fields,Indoor,Public,,"7200, BOULEVARD DE L'ORMIERE, LES RIVIERES, QC",ROOFTOP,46.8275103,-71.3406352
6795,Community Center Claude Allard - ZAP,Leisure / Community Centres,General,Indoor,Public,,"3200 AVENUE D'AMOURS, QUEBEC, QC",ROOFTOP,46.77483609999999,-71.3195509
6796,Centre Mgr Marcoux,Leisure / Community Centres,General,Indoor,Public,1.0,"2025 RUE ADJUTOR RIVARD, QUEBEC, QC",ROOFTOP,46.8426668,-71.2244177
6799,Cap-rouge Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"4473 RUE SAINT-FELIX, QUEBEC, QC",ROOFTOP,46.7411841,-71.3544416
6800,Complexe aquatique multifonctionnel,Aquatics,25m pool with or without other pools,Indoor,Public,,"1065, ROUTE DES RIVIERES, LEVIS, QC",ROOFTOP,46.7259702,-71.29750179999999
6801,Piscine Pierre-Létourneau,Aquatics,25m pool with or without other pools,Indoor,Public,,"36, RUE VALERE-PLANTE. LEVIS, QC",ROOFTOP,46.803876,-71.176048
6802,Aquaréna Léo-Paul-Bédard,Aquatics,25m pool with or without other pools,Indoor,Public,,"8001, AVENUE DES EGLISES, LEVIS, QC",ROOFTOP,46.7214018,-71.265746
6805,Piscine du Cégep Lévis-Lauzon,Aquatics,25m pool with or without other pools,Indoor,Public,,"205 ROUTE MONSEIGNEUR-BOURGET, LEVIS, QC",ROOFTOP,46.8175422,-71.15049139999999
6806,Aréna Municipal de Lévis,Ice,Single surface,Indoor,Public,,"29, RUE VINCENT-CHAGNON, LEVIS, QC",ROOFTOP,46.8045228,-71.1744106
6807,Aréna André-Lacroix,Ice,Single surface,Indoor,Public,,"7300, BOULEVARD GUILLAUME-COUTURE, LEVIS, QC",ROOFTOP,46.8134212,-71.15251719999999
6808,Complexe 2 Glaces Honco,Ice,2+ surfaces,Indoor,Public,,"275, AVENUE TANIATA, LEVIS, QC",ROOFTOP,46.7482325,-71.2318935
6809,Aréna B.S.R.,Ice,Single surface,Indoor,Public,,"585, RUE DE BERNIERES, LEVIS, QC",ROOFTOP,46.704432,-71.2950314
6810,Aréna St-Romuald,Ice,Single surface,Indoor,Public,,"265, AVENUE DE TANIATA, LEVIS, QC",ROOFTOP,46.7493814,-71.2326598
6811,Salle Maurice-Chamberland - Aréna de Saint-Romuald,Leisure / Community Centres,General,Indoor,Public,,"265, AVENUE DE TANIATA, LEVIS, QC",ROOFTOP,46.7493814,-71.2326598
6812,École de l'Odyssée,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"885, RUE DES MELEZES, LEVIS, QC",ROOFTOP,46.7119794,-71.3441619
6813,École la Chanterelle,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"39, RUE DENIS-GARON, LEVIS, QC",ROOFTOP,46.6540796,-71.3044881
6814,École du Grand-Fleuve - Pavillon du Méandre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2111, CHEMIN DU SAULT, LEVIS, QC",ROOFTOP,46.7538342,-71.23945730000001
6815,École la Martinière,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"520, RUE DE LA SORBONNE, LEVIS, QC",ROOFTOP,46.7065232,-71.3115861
6816,École Plein-Soleil,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"9, RUE GENEST, LEVIS, QC",ROOFTOP,46.6604349,-71.2962612
6817,École Saint-Louis-de-France,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3165, AVENUE JOSEPH-HUDON, LEVIS, QC",ROOFTOP,46.714562,-71.275284
6818,École Sainte-Hélène,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"11, RUE SAINT-MAURICE, LEVIS, QC",ROOFTOP,46.6773923,-71.2255318
6819,École de la Clé-du-Boisé,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"706, AVENUE ALBERT-ROUSSEAU, LEVIS, QC",ROOFTOP,46.6548865,-71.3118209
6820,École secondaire l'Aubier,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1020, CHEMIN DU SAULT, LEVIS, QC",ROOFTOP,46.7335132,-71.270101
6821,École secondaire l'Envol,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1101, ROUTE DES RIVIERES, LEVIS, QC",ROOFTOP,46.6206196,-71.3652865
6822,École secondaire les Etchemins,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3724, AVENUE DES EGLISES, LEVIS, QC",ROOFTOP,46.7201082,-71.2680373
6823,École secondaire l'Horizon,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"200, RUE ARLETTE-FORTIN, LEVIS, QC",GEOMETRIC_CENTER,46.7260196,-71.2141858
6824,École secondaire Pointe-Lévy,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"30, RUE VINCENT-CHAGNON, LEVIS, QC",ROOFTOP,46.8035123,-71.1735865
6825,École du Boisé,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"396, RUE PAMPHILE-LE MAY, LEVIS, QC",ROOFTOP,46.7666607,-71.12912039999999
6826,École de l'Alizé,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"851, RUE DES HERONS, LEVIS, QC",ROOFTOP,46.7292699,-71.2018871
6827,École Desjardins,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3700, RUE DE LA FABRIQUE, LEVIS, QC",ROOFTOP,46.7751489,-71.20306049999999
6828,École de Taniata,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1026, AVENUE DE TANIATA, LEVIS, QC",RANGE_INTERPOLATED,46.7171723,-71.1961273
6829,École des Moussaillons,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"807, CHEMIN PINTENDRE, LEVIS, QC",ROOFTOP,46.7541394,-71.1237395
6830,École de la Rose-des-vents,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"50, RUE ARLETTE-FORTIN, LEVIS, QC",ROOFTOP,46.72525390000001,-71.21347089999999
6831,École des Mousserons,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2475, CHEMIN VANIER, LEVIS, QC",ROOFTOP,46.7329032,-71.2042685
6832,École Clair-Soleil,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"150, RUE PLANTE, LEVIS, QC",ROOFTOP,46.7164039,-71.3002115
6833,École de l'Auberivière,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3921, RUE DE LA FABRIQUE, LEVIS, QC",RANGE_INTERPOLATED,46.7771806,-71.2018666
6834,École de la Nacelle,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1110, RUE DES PRES, LEVIS, QC",ROOFTOP,46.7097006,-71.204351
6835,École La Ruche,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1000, RUE DU BOURGEOIS, LEVIS, QC",GEOMETRIC_CENTER,46.6889504,-71.2898694
6836,École Saint-Dominique,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2, RUE DE L'ENTENTE, LEVIS, QC",ROOFTOP,46.816797,-71.176953
6837,Carrefour culturel Jean-Gosselin,Leisure / Community Centres,General,Indoor,Public,,"3315, AVENUE DES EGLISES, LEVIS, QC",ROOFTOP,46.71265409999999,-71.27225510000001
6838,Centre Culturel de Lévis,Leisure / Community Centres,General,Indoor,Public,,"36, RUE VALERE-PLANTE, LEVIS, QC",ROOFTOP,46.803876,-71.176048
6839,Centre Raymond-Blais,Leisure / Community Centres,General,Indoor,Public,,"6, RUE RAYMOND-BLAIS, LEVIS, QC",ROOFTOP,46.7770468,-71.1936064
6840,Centre civique,Leisure / Community Centres,General,Indoor,Public,,"955, RUE NOLIN, LEVIS, QC",RANGE_INTERPOLATED,46.7203814,-71.19315209999999
6841,Chalet Quatre-Saisons,Leisure / Community Centres,General,Indoor,Public,,"1017, RUE ALPHONSE-FERLAND, LEVIS, QC",ROOFTOP,46.7187042,-71.1944585
6842,Centre communautaire l'Accueil,Leisure / Community Centres,General,Indoor,Public,,"1009, AVENUE DE TANIATA, LEVIS, QC",ROOFTOP,46.7183643,-71.1967268
6843,Centre communautaire Saint-Nicolas,Leisure / Community Centres,General,Indoor,Public,,"550, RUE DE LA SORBONNE, LEVIS, QC",GEOMETRIC_CENTER,46.7048111,-71.3097641
6844,Centre service des Loisirs,Leisure / Community Centres,General,Indoor,Public,,"601, ROUTE DES RIVIERES, LEVIS, QC",ROOFTOP,46.73585449999999,-71.2943787
6845,Chalet Jean-Dumets,Leisure / Community Centres,General,Indoor,Public,,"1452, RUE DES PIONNIERS, LEVIS, QC",ROOFTOP,46.7020615,-71.4020297
6846,Centre communautaire Le Carrefour,Leisure / Community Centres,General,Indoor,Public,,"1325, RUE DE SAINT-DENIS, LEVIS, QC",ROOFTOP,46.688771,-71.2917354
6847,Salle Étienne-Baillargeon,Leisure / Community Centres,General,Indoor,Public,,"4119, ROUTE DES RIVIERES, LEVIS, QC",ROOFTOP,46.6518284,-71.3023788
6848,Salle Multi-fonctionnelle,Leisure / Community Centres,General,Indoor,Public,,"711, AVENUE ALBERT-ROUSSEAU, LEVIS, QC",ROOFTOP,46.65470699999999,-71.3129034
6849,Édifice de la Coulée,Leisure / Community Centres,General,Indoor,Public,,"3553, AVENUE BRASSARD, LEVIS, QC",GEOMETRIC_CENTER,46.6791388,-71.22103179999999
6850,Édifice des Bâtisseurs,Leisure / Community Centres,General,Indoor,Public,,"2485, RUE SAINTE-HELENE, LEVIS, QC",ROOFTOP,46.6762171,-71.22598359999999
6851,Centre des Loisirs-Pintendre,Leisure / Community Centres,General,Indoor,Public,,"807, RUE OLYMPIQUE, LEVIS, QC",ROOFTOP,46.7539755,-71.12201379999999
6852,Édifice Gérard-Dumont,Leisure / Community Centres,General,Indoor,Public,,"344 RUE THOMAS-WILSON, LEVIS, QC",ROOFTOP,46.7642924,-71.133294
6853,Complexe de soccer Honco de Lévis,Physical Recreation & Sports,Sport fields,Indoor,Public,1.0,"8087 BOUL. DU CENTRE-HOSPITALIER, LEVIS, QC",ROOFTOP,46.7198898,-71.270442
6854,Complexe sportif mutifonctionnel,Ice,2+ surfaces,Indoor,Public,,"230, ROUTE DE FOSSAMBAULT, SAINT-AUGUSTIN-DE-DESMAURES QC",ROOFTOP,46.7485359,-71.4610932
6858,Maison Omer-Juneau,Leisure / Community Centres,General,Indoor,Public,,"289, ROUTE 138, SAINT-AUGUSTIN-DE-DESMAURES QC",ROOFTOP,46.7437598,-71.45555530000001
6860,Centre Les Bocages,Leisure / Community Centres,General,Indoor,Public,,"4850, RUE DU SOURCIN, SAINT-AUGUSTIN-DE-DESMAURES QC",ROOFTOP,46.7420074,-71.3790805
6862,Centre Delphis-Marois,Leisure / Community Centres,General,Indoor,Public,,"300, RUE DE L'ENTRAIN, SAINT-AUGUSTIN-DE-DESMAURES QC",ROOFTOP,46.7398111,-71.4554251
6864,Complexe sportif multidisciplinaire,Ice,2+ surfaces,Indoor,Public,,"1311, RUE DES LOISIRS EST, L'ANCIENNE-LORETTE QC",RANGE_INTERPOLATED,46.8068946,-71.36156420000002
6865,Aquagym Élise Marcotte,Aquatics,25m pool with or without other pools,Indoor,Public,,"1317, RUE DES LOISIRS EST, L'ANCIENNE-LORETTE, QC",ROOFTOP,46.8088612,-71.3608964
6870,Polyvalente de L'Ancienne-Lorette,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1801, RUE NOTRE-DAME, L'ANCIENNE-LORETTE, QC",ROOFTOP,46.8097568,-71.3616784
6872,École des Hauts-Clochers - Pavillon Notre-Dame,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1591, RUE NOTRE-DAME, L'ANCIENNE-LORETTE, QC",ROOFTOP,46.79946899999999,-71.359173
6874,École des Hauts-Clochers - Pavillon Saint-Charles,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1350, RUE SAINT-CHARLES, L'ANCIENNE-LORETTE, QC",ROOFTOP,46.7986571,-71.35752099999999
6876,École Le Ruisselet,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1745, RUE SAINT-OLIVIER, L'ANCIENNE-LORETTE, QC",ROOFTOP,46.8125815,-71.352881
6878,École du Harfang-des-Neiges 2,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1.0,"114 1RE AVENUE, STONEHAM-ET-TEWKESBURY, QC",ROOFTOP,46.9992505,-71.36429319999999
6880,École du Harfang-des-Neiges 1,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,1.0,"114 1RE AVENUE, STONEHAM-ET-TEWKESBURY, QC",ROOFTOP,46.9992505,-71.36429319999999
6881,Hôtel de ville,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1.0,"325 CHEMIN DU HIBOU, STONEHAM-ET-TEWKESBURY, QC",ROOFTOP,46.9996112,-71.3687705
