Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address,google_type,google_latitude,google_longitude
3597,Brantwood Field House,Leisure / Community Centres,General,Indoor,Public,,"39 ONSLOW CRES, OTTAWA, ON",ROOFTOP,45.4053829,-75.6712031
3598,NROCRC,Leisure / Community Centres,General,Indoor,Public,,"1547 MERIVALE RD, OTTAWA, ON",ROOFTOP,45.3545247,-75.7335934
3599,New Edinburgh Park Fieldhouse,Leisure / Community Centres,General,Indoor,Public,,"203 STANLEY AVE, OTTAWA, ON",ROOFTOP,45.4388274,-75.6852516
3600,Beacon Hill North Community Hall,Leisure / Community Centres,General,Indoor,Public,,"2130 RADFORD CT, OTTAWA, ON",RANGE_INTERPOLATED,45.4581849,-75.59910599999999
3601,Blackburn Hamlet Community Hall,Leisure / Community Centres,General,Indoor,Public,,"190 GLEN PARK DR, OTTAWA, ON",ROOFTOP,45.4296756,-75.56335279999999
3602,Trend-Arlington Community Centre,Leisure / Community Centres,General,Indoor,Public,,"50 BELLMAN DR, OTTAWA, ON",ROOFTOP,45.3269432,-75.78309
3603,Munster Community Centre,Leisure / Community Centres,General,Indoor,Public,,"58 DOGWOOD DR, OTTAWA, ON",GEOMETRIC_CENTER,45.16331599999999,-75.9390272
3604,Queenswood Heights Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"1485 DUFORD DR, ORLEANS, ON",ROOFTOP,45.4713117,-75.5080104
3606,Uplands Military Community Centre,Leisure / Community Centres,General,Indoor,Public,,"330 CROIL PVT, BUILDING 471, OTTAWA, ON",ROOFTOP,45.3307603,-75.6733988
3607,Qualicum Community Building,Leisure / Community Centres,General,Indoor,Public,,"48 NANAIMO DR, OTTAWA, ON",ROOFTOP,45.3426616,-75.79958189999999
3608,Pretty Street Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2 PRETTY ST, STITTSVILLE, ON",ROOFTOP,45.2584277,-75.918847
3609,March Central Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1030 CAMERON HARVEY DR, KANATA, ON",ROOFTOP,45.376951,-75.9553499
3610,Greely Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1448 MEADOW DR, GREELY, ON",ROOFTOP,45.2609323,-75.5565941
3611,Orleans-Cumberland Community Resource Centre,Leisure / Community Centres,General,Indoor,Public,,"240 CENTRUM BLVD, ORLEANS, ON",ROOFTOP,45.4796854,-75.5112894
3612,Charlie Connacher Community Building,Leisure / Community Centres,General,Indoor,Public,1.0,"30 WESSEX RD, OTTAWA, ON",ROOFTOP,45.2734561,-75.75232299999999
3613,Centre Pauline-Charron,Leisure / Community Centres,General,Indoor,Public,,"164 JEANNE MANCE ST, VANIER, ON",ROOFTOP,45.432821,-75.6630315
3614,S.S.#1 Community Centre,Leisure / Community Centres,General,Indoor,Public,,"400 GOLDRIDGE DR, KANATA, ON",ROOFTOP,45.318085,-75.9216319
3615,Rochester Heights Community House,Leisure / Community Centres,General,Indoor,Public,,"299 ROCHESTER ST, OTTAWA, ON",ROOFTOP,45.4051564,-75.7093945
3616,Onyx Community Services,Leisure / Community Centres,General,Indoor,Public,,"265 MONTREAL RD, VANIER, ON",ROOFTOP,45.4367233,-75.6605893
3617,Laroche Park Fieldhouse,Leisure / Community Centres,General,Indoor,Public,,"51 STONEHURST AVE, OTTAWA, ON",RANGE_INTERPOLATED,45.4074751,-75.7278213
3618,Old Forge Community Resource Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"2730 CARLING AVE, OTTAWA, ON",ROOFTOP,45.3600507,-75.7932794
3619,Rideau Rockcliffe Community Resource Centre,Leisure / Community Centres,General,Indoor,Public,,"815 ST LAURENT BLVD, OTTAWA, ON",ROOFTOP,45.4347814,-75.6422832
3620,Tanglewood Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"30 WOODFIELD DR, OTTAWA, ON",ROOFTOP,45.3365908,-75.73032859999999
3621,The Odawa Native Friendship Centre,Leisure / Community Centres,General,Indoor,Public,,"815 ST LAURENT BLVD, OTTAWA, ON",ROOFTOP,45.4347814,-75.6422832
3622,Taggart Family YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,,"180 ARGYLE AVE, OTTAWA, ON",ROOFTOP,45.4112053,-75.6892876
3628,Carlingwood YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,,"2121 CARLING AVE, OTTAWA, ON",ROOFTOP,45.3731497,-75.76867940000001
3630,Downtown YMCA,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"99 BANK ST, OTTAWA, ON",ROOFTOP,45.4204966,-75.7000906
3631,Ruddy Family YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,,"265 CENTRUM BLVD, ORLEANS, ON",ROOFTOP,45.4812222,-75.5093235
3636,Bayshore Community Building,Leisure / Community Centres,General,Indoor,Public,,"175 WOODRIDGE CRESCENT, OTTAWA, ON",ROOFTOP,45.3502539,-75.8090859
3637,Banff-Ledbury Pavilion,Leisure / Community Centres,General,Indoor,Public,,"1250 LEDBURY AVENUE, OTTAWA, ON",RANGE_INTERPOLATED,45.36442359999999,-75.65911849999999
3638,Carlsbad Springs,Leisure / Community Centres,General,Indoor,Public,,"6020 PIPERVILLE ROAD, OTTAWA, ON",ROOFTOP,45.3653209,-75.46415859999999
3639,Centrum,Leisure / Community Centres,General,Indoor,Public,,"255 CENTRUM BLVD, OTTAWA, ON",ROOFTOP,45.4807315,-75.50988939999999
3640,Fallingbrook ,Leisure / Community Centres,General,Indoor,Public,,"679 DEANCOURT CRESCENT, OTTAWA, ON",ROOFTOP,45.4814234,-75.48702349999999
3641,Fred G. Barett,Leisure / Community Centres,General,Indoor,Public,,"3280 LEITRIM RD, OTTAWA, ON",ROOFTOP,45.3313195,-75.5978921
3642,Greenboro Pavilion ,Leisure / Community Centres,General,Indoor,Public,,"14 TAPIOLA CRES, OTTAWA, ON",ROOFTOP,45.363037,-75.6472313
3643,Kenmore,Leisure / Community Centres,General,Indoor,Public,,"3242 YORK CORNERS RD, OTTAWA, ON",ROOFTOP,45.2290871,-75.4155335
3644,Metcalfe,Leisure / Community Centres,General,Indoor,Public,,"2785 8TH LINE RD, OTTAWA, ON",ROOFTOP,45.2296299,-75.4692144
3645,Pierre Rocque Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1257 JOSEPH DROUIN AVE, ORLEANS , ON",ROOFTOP,45.47424549999999,-75.52602619999999
3646,Roy G Hobbs Seniors Club,Leisure / Community Centres,Seniors,Indoor,Public,,"109 LARCH CRESCENT, ORLEANS, ON",ROOFTOP,45.4876116,-75.5215173
3647,Clarence-Rockland YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,,"1-1525 AV DU PARC, ROCKLAND, ON",ROOFTOP,45.5494917,-75.285938
3652,"Arena, Event and Training Centre",Ice,2+ surfaces,Indoor,Public,1.0,"8710 COUNTY RD 17, ROCKLAND, ON",ROOFTOP,45.5572147,-75.2731524
3653,Clarence Creek Arena,Ice,Single surface,Indoor,Public,1.0,"418 LEMAY ST, CLARENCE CREEK, ON",ROOFTOP,45.5086798,-75.21657510000001
3655,Jean-Marc Lalonde Arena,Leisure / Community Centres,General,Indoor,Public,1.0,"1450 DU PARC AVE, ROCKLAND, ON",ROOFTOP,45.5516713,-75.28590969999999
3657,Club de Golf Rockland,Leisure / Community Centres,General,Indoor,Both,,"301 MONTEE OUTAOUAIS, ROCKLAND, ON",ROOFTOP,45.5504799,-75.26223329999999
3658,Chamberland Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"1517 LAURIER ST, ROCKLAND, ON",GEOMETRIC_CENTER,45.55065219999999,-75.2867495
3659,Palais Des Sports,Ice,Single surface,Indoor,Public,,"6 BLAIS ST, EMBRUN, ON",ROOFTOP,45.2726429,-75.28728389999999
3660,Frank Kinnaird ,Ice,Single surface,Indoor,Public,,"1084 CONCESSION ST, RUSSELL, ON",ROOFTOP,45.2601354,-75.3610423
3661,Sports Dome,Leisure / Community Centres,General,Indoor,Public,,"150 SPORTSPLEX ST, EMBRUN, ON",ROOFTOP,45.2679204,-75.3146098
3668,Russell Curling Club,Ice,Curling,Indoor,Private,,"1076 CONCESSION ST, RUSSELL, ON",ROOFTOP,45.2605638,-75.36123429999999
3669,Marvelville Community Centre,Leisure / Community Centres,General,Indoor,Public,,"3565 GRWGOIRE RD, RUSSELL, ON",ROOFTOP,45.23019800000001,-75.374265
3670,Centre Communautaire Camille Piche ,Leisure / Community Centres,General,Indoor,Public,,"8 BLAIS ST, EMBRUN, ON",ROOFTOP,45.27425780000001,-75.2819907
3671,Russell Sports & Youth Centre,Leisure / Community Centres,Youth,Indoor,Public,,"988 CONCESSION ST, RUSSELL, ON",ROOFTOP,45.2642653,-75.3624038
3672,Centre Communautaire de Marionville,Leisure / Community Centres,General,Indoor,Public,1.0,"4629 GREGOIRE RD, RUSSELL, ON",ROOFTOP,45.1829182,-75.3532235
3673,Municipal Centre,Leisure / Community Centres,General,Indoor,Public,,"285 44, KEMPTVILLE, ON",ROOFTOP,45.02444149999999,-75.65375089999999
3676,Maplewood Hall,Leisure / Community Centres,General,Indoor,Public,,"92 MAPLEWOOD AVE, OXFORD MILLS, ON",ROOFTOP,44.9635669,-75.67973479999999
3677,North Grenville Curling Club,Ice,Curling,Indoor,Both,,"200 REUBEN CRES, KEMPTVILLE, ON",ROOFTOP,45.013211,-75.644059
3678,Kemptville Youth Centre,Leisure / Community Centres,Youth,Indoor,Public,,"5 OXFORD ST W, KEMPTVILLE, ON",ROOFTOP,45.0169332,-75.6491829
3679,Masonic Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"311 VAN BUREN ST, KEMPTVILLE, ON",ROOFTOP,45.017447,-75.63635099999999
3680,Burritts Rapids Community Hall,Leisure / Community Centres,General,Indoor,Public,1.0,"23 GRENVILLE ST, BURRITTS RAPIDS, ON",ROOFTOP,44.9817763,-75.7968249
3681,YMCA Balsillie Family Branch – Peterborough,Aquatics,25m pool with or without other pools,Indoor,Public,,"123 AYLMER STREET SOUTH PETERBOROUGH, ON",ROOFTOP,44.289777,-78.322113
3687,The Mount Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1545 MONAGHAN ROAD, PETERBOROUGH, ON",ROOFTOP,44.306852,-78.341415
3688,Peterborough Sport and Wellness Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"775 BREALEY DRIVE, PETERBOROUGH, ON",ROOFTOP,44.2736677,-78.3738363
3697,Evinrude Centre,Ice,2+ surfaces,Indoor,Public,,"911 MONAGHAN RD., PETERBOROUGH, ON",ROOFTOP,44.287413,-78.3324822
3699,Kinsmen Civic Centre,Ice,2+ surfaces,Indoor,Public,,"1 KINSMEN WAY, PETERBOROUGH, ON",ROOFTOP,44.29381679999999,-78.34238909999999
3701,Northcrest Arena,Ice,Single surface,Indoor,Public,1.0,"100 MARINA BLVD., PETERBOROUGH, ON",ROOFTOP,44.3359338,-78.3159135
3702,Peterbrough Memorial Centre,Ice,Single surface,Indoor,Public,,"151 LANSDOWNE ST. W., PETERBOROUGH, ON",RANGE_INTERPOLATED,44.2892357,-78.31607910000001
3705,Mapleridge Recreation centre,Leisure / Community Centres,Seniors,Indoor,Public,1.0,"1085 BREALEY DRIVE, PETERBOROUGH, ON,",ROOFTOP,44.2833789,-78.3757352
3706,Queen Alexandra Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"180 BARNARDO AVE, PETERBOROUGH, ON",ROOFTOP,44.3195102,-78.3207518
3707,Peterborough Lions Community Centre,Leisure / Community Centres,General,Indoor,Public,,"347 BURNHAM ST, PETERBOROUGH, ON",ROOFTOP,44.3045297,-78.31276369999999
3708,Lions Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"920 LARMER LINE, FRASERVILLE, ON",ROOFTOP,44.1752326,-78.4585951
3709,Asphodel- Norwood Community Centre,Leisure / Community Centres,General,Indoor,Public,,"88 ALMA STREET, NORWOOD, ON",ROOFTOP,44.3813867,-77.9678895
3711,Peterborough Curling Club,Ice,Curling,Indoor,Public,,"2195 LANSDOWNE ST. W., PETERBOROUGH, ON",RANGE_INTERPOLATED,44.2714641,-78.3893016
3712,The StoneHouse Hall,Leisure / Community Centres,General,Indoor,Public,,"2195 LANSDOWNE ST. W., PETERBOROUGH, ON",RANGE_INTERPOLATED,44.2714641,-78.3893016
3713,Activity Haven Centre,Leisure / Community Centres,Seniors,Indoor,Public,1.0,"180 BARNARDO AVENUE, PETERBOROUGH, ON",ROOFTOP,44.3195102,-78.3207518
3714,Norwood Curling Club,Ice,Curling,Indoor,Public,,"48 ALMA STREET, NORWOOD, ON",ROOFTOP,44.3809495,-77.9731623
3715,Jewish Community Centre of Peterborough,Leisure / Community Centres,General,Indoor,Public,1.0,"775 WELLER ST.,PETERBOROUGH, ON",ROOFTOP,44.3016874,-78.3445306
3716,Morrow Building,Leisure / Community Centres,General,Indoor,Public,,"155 LANSDOWNE ST. W., PETERBOROUGH, ON",RANGE_INTERPOLATED,44.2888213,-78.3170425
3717,Sadleir House,Leisure / Community Centres,General,Indoor,Public,,"751 GEORGE ST N, PETERBOROUGH, ON",ROOFTOP,44.3172725,-78.32016639999999
3718,Trent University Athletic Centre,Leisure / Community Centres,General,Indoor,Public,,"1650 W BANK DR, PETERBOROUGH, ON",ROOFTOP,44.3554796,-78.2924178
3724,Kidz Playland - Indoor Playground,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"660 THE KINGSWAY, PETERBOROUGH, ON",ROOFTOP,44.2762335,-78.34223829999999
3725,Play Café,Leisure / Community Centres,Youth,Indoor,Public,1.0,"1434 CHEMONG RD UNIT 1 & 2, PETERBOROUGH, ON",ROOFTOP,44.3369116,-78.3480304
3726,Ennismore Community Centre ,Leisure / Community Centres,General,Indoor,Public,,"553 ENNIS ROAD, ENNISMORE, ON",ROOFTOP,44.4114193,-78.4245828
3728,Lakefield-Smith Community Centre,Ice,Single surface,Indoor,Public,,"20 CONCESSION ST., LAKEFIELD, ON",ROOFTOP,44.4287691,-78.2689276
3730,Ennismore Seniors Activity Club,Leisure / Community Centres,Seniors,Indoor,Public,,"801 TARA ROAD, SELWYN, ON",GEOMETRIC_CENTER,44.4289554,-78.44127329999999
3731,Chemung Seniors Citizen's Family,Leisure / Community Centres,Seniors,Indoor,Public,,"832 CHARLES STREET, BRIDGENORTH, ON",ROOFTOP,44.3789625,-78.3831167
3732,Golden Years Club - Lakefield,Leisure / Community Centres,Seniors,Indoor,Public,,"275 QUEEN STREET, LAKEFIELD, ON",ROOFTOP,44.4349776,-78.2640622
3733,VON Lakefield Adult Day Program,Leisure / Community Centres,Seniors,Indoor,Public,,"104-135 QUEEN STREET, LAKEFIELD ON",RANGE_INTERPOLATED,44.4270953,-78.27023489999999
3734,Chemung Community Care,Leisure / Community Centres,Seniors,Indoor,Public,,"549 ENNIS ROAD, ENNISMORE, ON",ROOFTOP,44.4110738,-78.4262392
3736,Buckhorn Community Care,Leisure / Community Centres,Seniors,Indoor,Public,,"1937 LAKEHURST ROAD, BUCKHORN, ON",RANGE_INTERPOLATED,44.5540162,-78.34819139999999
3737,Peterborough Child and Family Centres,Leisure / Community Centres,General,Indoor,Public,,"71 BRIDGE ST, LAKEFIELD, ON",ROOFTOP,44.4202655,-78.2787178
3738,Lakefield Curling Club,Ice,Curling,Both,Both,,"12 NICHOLLS ST,, LAKEFIELD, ON",ROOFTOP,44.421617,-78.2697939
3739,Ennismore Curling Club,Ice,Curling,Both,Both,,"555 ENNIS RD, ENNISMORE, ON",ROOFTOP,44.4099646,-78.4242993
3740,Marshland Centre,Leisure / Community Centres,General,Indoor,Public,,"65 HAGUE BOULEVARD, LAKEFIELD, ON",RANGE_INTERPOLATED,44.4288057,-78.2735002
3741,Bridgenorth Community Hall,Leisure / Community Centres,General,Indoor,Public,,"836 CHARLES STREET, BRIDGENORTH, ON",ROOFTOP,44.3792341,-78.3821262
3742,Niels Pind Room,Leisure / Community Centres,General,Indoor,Public,,"20 CONCESSION STREET, LAKEFIELD, ON",ROOFTOP,44.4287691,-78.2689276
3743,Ennismore Auditorium ,Leisure / Community Centres,General,Indoor,Public,,"553 ENNIS ROAD, ENNISMORE, ON",ROOFTOP,44.4114193,-78.4245828
3744,Centennial Room,Leisure / Community Centres,General,Indoor,Public,,"8 QUEEN STREET, LAKEFIELD, ON",ROOFTOP,44.4224583,-78.2723918
3745,Spi Sports,Physical Recreation & Sports,Sport fields,Indoor,Public,1.0,"7939 HIGHWAY # 7, SELWYN, ON",,0.0,0.0
3746,Cavan Monaghan Community Centre,Leisure / Community Centres,General,Indoor,Public,,"986 COUNTY ROAD 10 MILLBROOK, ON",ROOFTOP,44.1639585,-78.45382219999999
3750,Millbrook Arena,Leisure / Community Centres,General,Indoor,Public,,"4 NEEDLERS LN, MILLBROOK, ON",ROOFTOP,44.1497697,-78.4478927
3752,Dummer (Warsaw) Community Centre,Leisure / Community Centres,General,Indoor,Public,,"93 FORD STREET, WARSAW, ON",ROOFTOP,44.4278908,-78.1381069
3754,Douro Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2893 HIGHWAY 28, DOURO-DUMMER, ON",ROOFTOP,44.3698061,-78.2239922
3756,Villiers Community Centre,Leisure / Community Centres,General,indoor,Public,,"1497 VILLIERS LINE, KEENE, ON",ROOFTOP,44.2839996,-78.1105089
3757,Stewart Hall Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1490 MATCHETT LINE, OTONABEE, ON",ROOFTOP,44.228103,-78.3213658
3758,Otonabee-South Monaghan Memorial Community Centre ,Ice,Curling,Indoor,Public,,"24 FOURTH STREET, PETERBOROUGH, ON",ROOFTOP,42.1857427,-71.1889228
3761,Keene Lions' Den,Leisure / Community Centres,General,Indoor,Public,,"1137 HERITAGE LINE, KEENE, ON",ROOFTOP,44.2428719,-78.1627894
3762,Dunlop Drive Older Adult Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"80 DUNLOP DR, ST. CATHARINES, ON",ROOFTOP,43.1731307,-79.23427749999999
3763,Port Dalhousie Older Adult Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"19 BROCK ST, ST. CATHARINES, ON",ROOFTOP,43.20093079999999,-79.2704634
3764,Russell Avenue Community Centre,Leisure / Community Centres,General,Indoor,Public,,"108 RUSSELL AVE, ST. CATHARINES, ON",ROOFTOP,43.1700184,-79.24689169999999
3765,Seymour-Hannah Sports and Entertainment Centre,Ice,2+ surfaces,Indoor,Public,,"240 ST. PAUL ST. WEST, ST. CATHARINES, ON",GEOMETRIC_CENTER,43.1475052,-79.26326259999999
3767,St. Catharines Kiwanis Aquatics Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"425 CARLTON ST., ST. CATHARINES, ON",ROOFTOP,43.1810417,-79.2261707
3770,West St. Catharines Older Adult Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"117 CHETWOOD ST, ST. CATHARINES, ON",ROOFTOP,43.1436603,-79.2584397
3771,Port Weller Community Centre ,Leisure / Community Centres,General,Indoor,Public,,"1 BOGART ST, ST. CATHARINES, ON",ROOFTOP,43.218969,-79.22024499999999
3773,Bill Burgoyne Arena,Ice,Single surface,Indoor,Public,,"129 LINWELL RD, ST. CATHARINES, ON",ROOFTOP,43.1889704,-79.257713
3774,Garden City Arena Complex,Ice,Single surface,Indoor,Public,,"8 GALE CRESCENT, ST. CATHARINES. ON",ROOFTOP,43.1610992,-79.2388319
3775,Meridian Centre,Ice,Single surface,Indoor,Public,1.0,"1 DAVID S. HOWES WAY, ST. CATHARINES, ON",ROOFTOP,43.1565711,-79.2438604
3777,St. Catharines Curling Club,Ice,Curling,Indoor,Public,,"220 GRANTHAM AVENUE, ST. CATHARINES, ON",ROOFTOP,43.1748517,-79.21969349999999
3778,Merritton Lions Club,Leisure / Community Centres,General,Indoor,Public,,"7 PARK AVE. ST. CATHARINES, ON",ROOFTOP,43.1424586,-79.2095913
3779,Niagara Folk Arts Multicultural Centre,Leisure / Community Centres,General,Indoor,Public,,"85 CHURCH STREET, ST. CATHARINES, ON",ROOFTOP,43.1617007,-79.2459519
3780,West St Catharines Senior Citizens Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"117 CHETWOOD ST, ST. CATHARINES, ON",ROOFTOP,43.1436603,-79.2584397
3781,Rockway Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"2021 PELHAM RD, ST. CATHARINES, ON",RANGE_INTERPOLATED,43.1109031,-79.3222948
3782,Armenian Community Center,Leisure / Community Centres,General,Indoor,Public,,"156 MARTINDALE RD, ST. CATHARINES, ON",ROOFTOP,43.16815769999999,-79.2699293
3783,Congregation B'nai Israel and Jewish Community Centre,Leisure / Community Centres,General,Indoor,Public,1.0,"190 CHURCH ST, ST. CATHARINES, ON",ROOFTOP,43.1636517,-79.2373174
3784,Ridley College,Ice,Single surface,Indoor,Public,1.0,"2 RIDLEY RD, ST. CATHARINES, ON",ROOFTOP,43.1518287,-79.25717039999999
3791,Ballhockey.com Athletic Centre,Physical Recreation & Sports,Sport fields,Indoor,Public,1.0,"16 MELBOURNE AVE, ST. CATHARINES, ON",ROOFTOP,43.1563706,-79.2320963
3792,FirstOntario Performing Arts Centre,Leisure / Community Centres,General,Indoor,Public,,"250 ST PAUL ST, ST. CATHARINES, ON",ROOFTOP,43.1583475,-79.2425599
3793,Cheeky Monkeys' Indoor Playland - St Catharines,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"188 BUNTING RD #10, ST. CATHARINES, ON",,0.0,0.0
3794,Jungle Jim's Play Centre Inc.,Physical Recreation & Sports,Playgrounds ,Indoor,Public,1.0,"140 WELLAND AVE #12, ST. CATHARINES, ON",,0.0,0.0
3795,Sky Zone Trampoline Park,Physical Recreation & Sports,Playgrounds ,Indoor,Public,1.0,"333 ONTARIO ST, ST. CATHARINES, ON",GEOMETRIC_CENTER,43.1711873,-79.2655088
3796,Walker Family YMCA,Leisure / Community Centres,General,Indoor,Public,,"25 YMCA DR, ST. CATHARINES, ON",ROOFTOP,43.1785743,-79.24670080000001
3802,The Zone Fitness Centre Brock University,Leisure / Community Centres,General,Indoor,Public,,"1812 SIR ISAAC BROCK WAY, ST. CATHARINES, ON",ROOFTOP,43.1184535,-79.2477832
3809,Niagara Rec Sports,Physical Recreation & Sports,Sport fields,Indoor,Public,1.0,"198 KING ST, ST. CATHARINES, ON",ROOFTOP,43.1618326,-79.2428022
3811,Niagara Falls Curling Club,Ice,Curling,Indoor,Public,,"5801 MORRISON ST, NIAGARA FALLS, ON",ROOFTOP,43.105466,-79.09098999999999
3812,Macbain Community Centre,Leisure / Community Centres,General,Indoor,Public,,"7150 MONTROSE RD, NIAGARA FALLS, ON",ROOFTOP,43.0713376,-79.12433519999999
3813,YMCA of Niagara,Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,,"7150 MONTROSE RD, NIAGARA FALLS, ON",ROOFTOP,43.0713376,-79.12433519999999
3819,Willoughby Memorial (Chippawa) Arena,Ice,Single surface,Indoor,Public,,"9000 SODOM ROAD, NIAGARA FALLS, ON",ROOFTOP,43.0475488,-79.0580394
3820,Gale Centre (4 Pad),Leisure / Community Centres,General,Indoor,Public,,"5152 THOROLD STONE RD. NIAGARA FALLS, ON",ROOFTOP,43.113261,-79.0802167
3822,Coronation Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"5925 SUMMER STREET, NIAGARA FALLS, ON",ROOFTOP,43.0916423,-79.0934103
3823,The Storefront,Leisure / Community Centres,General,Indoor,Public,1.0,"4618 ERIE AVE, NIAGARA FALLS, ON",ROOFTOP,43.107281,-79.06324699999999
