Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address
2387,Quinte Sports and Wellness Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"265 CANNIFTON ROAD, BELLEVILLE, ON"
2396,Quinte West YMCA,Leisure / Community Centres,Youth,Indoor,Public,,"50 MONOGRAM PLACE, QUINTE WEST, ON"
2403,RecPlex,Aquatics,25m pool with or without other pools,Indoor,Public,,"21 NAMAO DR, QUINTE WEST, ON"
2404,Rhino Sports and Playland,Ice,Single surface,Indoor,Public,,"199 BELL BLVD #7, BELLEVILLE, ON"
2406,Stirling Curling Club,Ice,Curling,Indoor,Public,,"433 W FRONT ST, STIRLING-RAWDON, ON"
2407,Stirling-Rawdon Arena,Ice,Single surface,Indoor,Public,,"435 WEST FRONT ST. , STIRLING-RAWDON, ON"
2408,Township of Tyendinaga Recreation Hall,Leisure / Community Centres,General,Indoor,Public,1,"363 MCFARLANE ROAD RR#1, TYENDINAGA, ON"
2409,Trenton Curling Club,Ice,Curling,Indoor,Public,,"293 KING ST, QUINTE WEST, ON"
2410,60 Club Seniors,Leisure / Community Centres,Seniors,Indoor,Public,,"19 QUINTE ST, TRE, QUINTE WEST, ON"
2411,Access Storage Sports Centre,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"101 WAYNE GRETZKY PKWY, BRANTFORD, ON"
2415,Beckett Adult Leisure Centre,Leisure / Community Centres,General,Indoor,Public,,"219 COLBORNE ST, BRANTFORD, ON"
2417,Bellview Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"55 TOM ST, BRANTFORD, ON"
2418,Bethel Community Hall,Leisure / Community Centres,General,Indoor,Public,1,"154 BET, BRANTFORD, ON"
2419,Branlyn Community Centre,Leisure / Community Centres,General,Indoor,Public,,"238 BRANTWOOD PARK RD, BRANTFORD, ON"
2425,Brant Curling Club Inc,Ice,Curling,Indoor,Public,,"34 MORRELL ST, BRANTFORD, ON"
2426,Brantford and District Civic Centre,Leisure / Community Centres,General,Indoor,Public,,"79 MARKET STREET SOUTH, BRANTFORD, ON"
2428,Brantford Convention Centre,Leisure / Community Centres,General,Indoor,Public,1,"100 MARKET ST S, BRANTFORD, ON"
2429,Brantford Golf and Country Club,Ice,Curling,Indoor,Public,1,"60 AVA RD, BRANTFORD, ON"
2430,Cainsville Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"14 GARNET RD, BRANTFORD, ON"
2431,Doug Snooks Eagle Place Community Centre,Leisure / Community Centres,General,Indoor,Public,,"333 ERIE AVE, BRANTFORD, ON"
2435,Hellenic Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"475 PARK RD N, BRANTFORD, ON"
2436,Lions Park Arena and Auditorium,Ice,Single surface,Indoor,Public,,"20 EDGE ST, BRANTFORD, ON"
2438,Onondaga Community Hall,Leisure / Community Centres,General,Indoor,Public,1,"42 BRANTFORD ST, BRANTFORD, ON"
2439,Pinegrove & Howell Community Centre,Leisure / Community Centres,General,Indoor,Public,,"492 LYNDEN RD, BRANTFORD, ON"
2440,T.B. Costain-SC Johnson Community Centre,Leisure / Community Centres,General,Indoor,Public,,"16 MORRELL ST, BRANTFORD, ON"
2443,Tranquility Community Hall,Leisure / Community Centres,General,Indoor,Public,1,"135 FRANCIS ST, BRANTFORD, ON"
2444,Wayne Gretzky Sports Centre,Leisure / Community Centres,General,Indoor,Public,,"254 N PARK ST, BRANTFORD, ON"
2452,Woodman Park Community Centre and Pool,Leisure / Community Centres,General,Indoor,Public,,"491 GREY ST, BRANTFORD, ON"
2457,Airport Community Hall,Leisure / Community Centres,General,Indoor,Public,,"RR 4 STN MAIN, BRANT, ON"
2458,Brant Sports Complex,Ice,2+ surfaces,Indoor,Public,,"944 POWERLINE RD, BRANT, ON"
2460,Burford Community Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"14 POTTER DR, BURFORD, ON"
2462,Scotland Community Centre,Leisure / Community Centres,General,Indoor,Public,,"85 SIMCOE ST., SCOTLAND, ON"
2467,South Dumfries Community Centre and Arena,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"7 GAUKEL DR, BRANT, ON"
2468,Syl Apps Community Centre,Leisure / Community Centres,General,Indoor,Public,,"51 WILLIAM ST, BRANT, ON"
2473,Cambrian Arena,Ice,Single surface,Indoor,Public,,"795 CAMBRIAN HEIGHTS DR., SUDBURY, ON"
2475,Capreol Community Centre and Arena,Leisure / Community Centres,General,Indoor,Public,,"20 MEEHAN ST., CAPREOL, ON"
2477,Capreol Millennium Resource Centre,Leisure / Community Centres,General,Indoor,Public,,"24 MEEHAN STREET, SUDBURY, ON"
2479,Carmichael Arena,Ice,Single surface,Indoor,Public,,"1298 BANCROFT DR., SUDBURY, ON"
2480,Centennial Community Centre and Arena,Leisure / Community Centres,General,Indoor,Public,,"4333 CENTENNIAL DR., HANMER, ON"
2482,Chelmsford Community Centre and Arena,Leisure / Community Centres,General,Indoor,Public,,"215 EDWARD AVE., CHELMSFORD, ON"
2484,Coniston Toe Blake Memorial,Ice,Single surface,Indoor,Public,,"1 GOVERNMENT ROAD, SUDBURY, ON"
2485,Dowling Leisure Centre,Leisure / Community Centres,General,Indoor,Public,,"79 MAIN STREET WEST, DOWLING, ON"
2489,Dr. Edgar Leclair Community Centre and Arena,Leisure / Community Centres,General,Indoor,Public,,"158 ST. AGNES ST., AZILDA, ON"
2491,Garson Community Centre and Arena,Leisure / Community Centres,General,Indoor,Public,,"100 CHURCH ST., GARSON, ON"
2494,Gatchell Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"43 IRVING STREET, SUDBURY, ON"
2495,Gerry McCrory Countryside Sports Complex,Leisure / Community Centres,General,Indoor,Public,,"235 COUNTRYSIDE DR., SUDBURY, ON"
2497,Howard Armstrong Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"4040 ELMVIEW DRIVE, HANMER, ON"
2501,I.J. Coady Memorial,Ice,Single surface,Indoor,Public,,"13 SECOND AVENUE NORTH, LEVACK, ON"
2503,McClelland Community Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"1 GARROW ROAD, COPPER CLIFF, ON"
2505,Nickel District,Aquatics,25m pool with or without other pools,Indoor,Public,,"1940 HAWTHORNE DRIVE, SUDBURY, ON"
2506,Onaping Falls Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2 HILLSIDE AVENUE, ONAPING FALLS, ON"
2511,Levack/Onaping Youth Centre,Leisure / Community Centres,Youth,Indoor,Public,,"1 HILLSIDE AVENUE, ONAPING FALLS, ON"
2512,Panache Road Community Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1,"968 PANACHE LAKE ROAD, WHITEFISH, ON"
2514,Raymond Plourde,Ice,Single surface,Indoor,Public,,"1919 HELENE STREET, VAL CARON, ON"
2516,RG Dow Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"38 VETERANS ROAD, COPPER CLIFF, ON"
2517,Sudbury Community Arena,Ice,Single surface,Indoor,Public,,"240 ELGIN STREET, SUDBURY, ON"
2519,T.M. Davies Community Centre,Ice,Single surface,Indoor,Public,,"325 ANDERSON DRIVE, LIVELY, ON"
2521,Wahnapitae Community Centre,Leisure / Community Centres,Youth,Indoor,Public,1,"161 GLENBOWER DRIVE, WAHNAPITAE, ON"
2522,Walden Youth for Youth,Leisure / Community Centres,Youth,Indoor,Public,,"15 KIN DRIVE, LIVELY, ON"
2523,Skead Community Centre,Leisure / Community Centres,General,Indoor,Public,,"3971 SKEAD RD, SKEAD, ON"
2524,Falconbridge Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"63 EDISON ROAD, FALCONBRIDGE, ON"
2526,Carol Richard Park Community Hall,Leisure / Community Centres,General,Indoor,Public,,"1707 GEORGE ST, VAL CARON, ON"
2527,Loellen Community Centre,Leisure / Community Centres,General,Indoor,Public,,"275 LOACHS RD, GREATER SUDBURY, ON"
2528,Ukrainian Seniors’ Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"30 NOTRE DAME AVENUE, SUDBURY, ON"
2529,Kinsmen Hall,Leisure / Community Centres,General,Indoor,Public,,"15 KIN DRIVE, LIVELY, ON"
2530,Naughton Community Centre,Leisure / Community Centres,General,Indoor,Public,,"MUNICIPAL ROAD 55, NAUGHTON, ON"
2532,Minnow Lake Place,Leisure / Community Centres,General,Indoor,Public,,"1127 BANCROFT DRIVE, SUDBURY, ON"
2534,Rayside-Balfour Workout Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"239 MONTEE PRINCIPALE, AZILDA, ON"
2535,Sudbury Indoor Tennis Centre,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,"30 CYPRESS STREET, GREATER SUDBURY, ON"
2536,Rayside-Balfour Youth Action Network,Leisure / Community Centres,Youth,Indoor,Public,,"214 COTE STREET, CHELMSFORD, ON"
2537,Sudbury Action Centre for Youth,Leisure / Community Centres,Youth,Indoor,Public,,"95 PINE STREET, SUDBURY, ON"
2538,Sudbury Curling Club,Ice,Curling,Indoor,Public,1,"300 WESSEX STREET, SUDBURY, ON"
2539,Copper Cliff Curling Club,Ice,Curling,Indoor,Public,1,"39 VETERANS ROAD, COPPER CLIFF, ON"
2540,YMCA of Northeastern Ontario,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"140 DURHAM STREET, SUDBURY, ON"
2544,Fabio Belli Dome,Physical Recreation & Sports,Sport fields,Indoor,Public,,"1545 KENNEDY STREET, SUDBURY, ON"
2545,Laurentian University Athletics & Recreation,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"935 RAMSEY LAKE ROAD, SUDBURY, ON"
2552,Markstay-Warren Community Centre/Arena,Ice,Single surface,Indoor,Public,,"39 LAFONTAINE STREET, WARREN, ON"
2555,Centennial Park Arena,Leisure / Community Centres,General,Indoor,Public,,"376 COLLEGE AVENUE WEST, GUELPH, ON"
2557,Evergreen Seniors Community Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"683 WOOLWICH STREET, GUELPH, ON"
2559,Exhibition Park Arena,Leisure / Community Centres,General,Indoor,Public,,"70 DIVISION STREET, GUELPH, ON"
2561,Guelph Civic Museum,Leisure / Community Centres,General,Indoor,Public,,"52 NORFOLK STREET, GUELPH, ON"
2562,Guelph Sports Dome,Leisure / Community Centres,General,Indoor,Public,,"75 COLLEGE AVENUE WEST, GUELPH, ON"
2564,Sleeman Centre,Leisure / Community Centres,General,Indoor,Public,,"50 WOOLWICH ST., GUELPH, ON"
2566,Victoria Road Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"151 VICTORIA ROAD NORTH, GUELPH, ON"
2577,Cole Road Co-operative Community,Leisure / Community Centres,General,Indoor,Public,,"125 COLE RD. GUELPH, ON"
2578,Out On The Shelf,Leisure / Community Centres,General,Indoor,Public,1,"42 CARDEN ST, GUELPH, ON"
2579,Lakeside HOPE House,Leisure / Community Centres,General,Indoor,Public,,"10 CORK STREET EAST, GUELPH, ON"
2580,Guelph Black Heritage Society (GBHS),Leisure / Community Centres,General,Indoor,Public,,"83 ESSEX STREET GUELPH, ON"
2581,Wyndham House,Leisure / Community Centres,General,Indoor,Public,,"133 WOOLWICH STREET, GUELPH, ON"
2582,Funmazing Playcentre,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"785 IMPERIAL ROAD NORTH, UNIT B, GUELPH, ON"
2583,Rainbow Play Centre,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"432 STONE ROAD WEST, GUELPH, ON"
2584,Tiny Town Children's Discovery Centre,Leisure / Community Centres,Youth,Indoor,Public,,"66 ARROW ROAD, UNIT D, GUELPH, ON"
2585,Royal Distributing Athletic Performance Centre,Physical Recreation & Sports,Sport fields,Both,Public,,"7384 WELLINGTON ROAD 30, GUELPH, ON"
2588,Royal City Ball Hockey,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1,"133 WOODLAWN ROAD, GUELPH, ON"
2590,Ward Skate Park,Physical Recreation & Sports,Skate parks,Indoor,Public,1,"199 VICTORIA ROAD SOUTH, GUELPH, ON"
2591,College Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"302 COLLEGE AVENUE WEST, GUELPH, ON"
2592,YMCA-YWCA of Guelph,Aquatics,Leisure / wading pools,Indoor,Public,,"130 WOODLAND GLEN DRIVE, GUELPH, ON"
2595,Royal City Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,"70 MUNICIPAL STREET, GUELPH, ON"
2596,Guelph Curling Club,Ice,Curling,Indoor,Public,1,"816 WOOLWICH STREET, GUELPH, ON"
2597,The New Guelph Gryphons Athletics Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"50 STONE ROAD EAST, GUELPH, ON"
2600,Marden Community Centre,Leisure / Community Centres,General,Indoor,Public,,"7368 WELLINGTON ROAD 30, GUELPH, ON"
2601,Rockmosa Community Centre,Leisure / Community Centres,General,Indoor,Public,,"110 ROCKMOSA DRIVE, ROCKWOOD, ON"
2602,Rockmosa Older Adult Centre,Leisure / Community Centres,General,Indoor,Public,,"121 ROCKMOSA DRIVE, ROCKWOOD, ON"
2603,Rockmosa Park & Splash Pad,Leisure / Community Centres,General,Indoor,Public,,"120 ROCKMOSA DRIVE, ROCKWOOD, ON"
2604,Gryphon Centre,Ice,2+ surfaces,Indoor,Public,,"50 STONE RD E, GUELPH, ON"
2605,Gryphon Field House,Physical Recreation & Sports,Sport Fields,Indoor,Public,,"55 EAST RING ROAD, GUELPH, ON"
2607,Gryphon Aquatic Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"50 EAST RING ROAD, GUELPH, ON"
2609,Guelph Gryphons Athletics Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"50 EAST RING ROAD, GUELPH, ON"
2612,Optimist Recreation Centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"23 BROCK RD S, PUSLINCH, ON"
2614,Puslinch Community Centre,Leisure / Community Centres,General,Indoor,Public,,"23 BROCK RD S, PUSLINCH, ON"
2615,Badenoch Community Centre ,Leisure / Community Centres,General,Indoor,Public,,"4217 WATSON RD S, PUSLINCH, ON"
2616,Ancaster Aquatic Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"47 MEADOWBROOK DR, ANCASTER, ON"
2618,Ancaster Rotary Centre,Leisure / Community Centres,General,Indoor,Public,,"385 JERSEYVILLE RD W, ANCASTER, ON"
2623,Bennetto Community Centre,Leisure / Community Centres,General,Indoor,Public,,"450 HUGHSON ST N, HAMILTON, ON"
2626,Bernie Morelli Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"876 CANNON ST E, HAMILTON, ON"
2633,Binbrook - St Mattew Catholic Elementary School,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"200 WINDWOOD DR, BINBROOK, ON"
2634,Central Memorial Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"93 WEST AVENUE S, HAMILTON, ON"
2640,Dalewood Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"1150 MAIN ST W, HAMILTON, ON"
2647,Dominic Agostino Riverdale Community Centre,Leisure / Community Centres,General,Indoor,Public,,"150 VIOLET DR, HAMILTON, ON"
2651,Dundas Community Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"39 MARKET ST S, DUNDAS, ON"
2652,Dundas Lions Memorial Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"10 MARKET ST S, HAMILTON, ON"
2656,H.G. Brewster Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"200 DEWITT RD, STONEY CREEK, ON"
2657,Hill Park Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"305 SOUTH BEND RD E, HAMILTON, ON"
2663,Huntington Park Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"87 BRENTWOOD DR, HAMILTON, ON"
2670,Jimmy Thompson Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"1099 KING ST E, HAMILTON, ON"
2671,Norman Pinky Lewis Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"192 WENTWORTH ST N, HAMILTON, ON"
2674,Ryerson Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"251 DUKE ST, HAMILTON, ON"
2679,Sir Allan MacNab Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"145 MAGNOLIA DR, HAMILTON, ON"
2685,Sir Wilfred Laurier Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"60 ALBRIGHT RD, HAMILTON, ON"
2689,Sir Winston Churchill Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"1715 MAIN ST E, HAMILTON, ON"
2693,Stoney Creek Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"45 KING ST W, STONEY CREEK, ON"
2696,Valley Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"970 PARAMOUNT DR, STONEY CREEK, ON"
2702,Valley Park Arena,Ice,Single surface,Indoor,Public,,"970 PARAMOUNT DR, STONEY CREEK, ON"
2703,Westmount Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"35 LYNBROOK DR, HAMILTON, ON"
2710,Winona Community Centre,Leisure / Community Centres,General,Indoor,Public,,"255 WINONA RD, STONEY CREEK, ON"
2714,Beverly Arena ,Ice,Single surface,Indoor,Public,,"680 ON-8, ROCKTON, ON"
2715,Bill Friday Arena,Ice,Single surface,Indoor,Public,,"150 FOLKESTONE AVE, HAMILTON, ON"
2716,Carlisle Arena,Ice,Single surface,Indoor,Public,,"1496 CENTRE RD, CARLISLE, ON"
2717,Chedoke Twin Pad Arena,Ice,2+ surfaces,Indoor,Public,,"91 CHEDMAC DR, HAMILTON, ON"
2719,Dave Andreychuck Mountain Arena,Ice,2+ surfaces,Indoor,Public,,"25 HESTER ST, HAMILTON, ON"
2720,Eastwood Arena,Ice,Single surface,Indoor,Public,,"111 BURLINGTON ST E, HAMILTON, ON"
2721,Glanbrook Arena,Ice,Single surface,Indoor,Public,,"4300 BINBROOK RD, BINBROOK, ON"
2722,Harry Howell Arena,Ice,2+ surfaces,Indoor,Public,,"27 HWY 5 WEST, FLAMBOROUGH, ON"
2723,Inch Park Arena,Ice,Single surface,Indoor,Public,,"400 QUEENSDALE AVE E, HAMILTON, ON"
2724,J.L. Grightmire Arena,Ice,Single surface,Indoor,Public,,"35 MARKET ST S, DUNDAS, ON"
2726,Morgan Firestone Arena,Ice,2+ surfaces,Indoor,Public,,"385 JERSEYVILLE RD W, ANCASTER, ON"
2727,Westoby - Olympic Arena,Ice,Single surface,Indoor,Public,,"70 OLYMPIC DR, DUNDAS, ON"
2728,Parkdale Pat Quinn Arena,Ice,Single surface,Indoor,Public,,"1770 MAIN ST E, HAMILTON, ON"
2729,Rosedale Arena,Ice,Single surface,Indoor,Public,,"100 GREENHILL AVE, HAMILTON, ON"
2730,Saltfleet Arena,Ice,Single surface,Indoor,Public,,"24 SHERWOOD PARK RD, HAMILTON, ON"
2731,Spring Valley Arena,Ice,Single surface,Indoor,Private,,"29 ORCHARD DR, ANCASTER, ON"
2732,Stoney Creek Arena,Ice,Single surface,Indoor,Public,,"37 KING ST W, STONEY CREEK, ON"
2733,Mohawk 4 Ice Centre,Ice,2+ surfaces,Indoor,Public,,"710 MOUNTAIN BROW BLVD, HAMILTON, ON"
2734,Wentworth Arenas Inc,Ice,2+ surfaces,Indoor,Public,,"1249 WILSON ST E, HAMILTON, ON"
2736,Grainger Training Centre,Ice,Single surface,Indoor,Public,1,"398 NASH RD N #7, HAMILTON, ON"
2737,Hamilton Victoria Curling Club,Ice,Curling,Indoor,Private,,"568 KING ST E, HAMILTON, ON"
2738,Glanford Curling Club,Ice,Curling,Indoor,Private,,"3091 HOMESTEAD DR, HAMILTON, ON"
2739,St. Joseph's Villa Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"56 GOVERNOR'S RD, DUNDAS, ON"
2740,Hamilton Downtown Family YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,,"79 JAMES ST S, HAMILTON, ON"
2745,Les Chater Family YMCA,Aquatics,25m pool with or without other pools,Indoor,Public,,"356 RYMAL RD E, HAMILTON, ON"
2750,Eastmount Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"115 E 26TH ST, HAMILTON, ON"
2751,Eva Rothwell Centre,Leisure / Community Centres,Youth,Indoor,Public,,"460 WENTWORTH ST N, HAMILTON, ON"
2752,Sackville Hill Seniors Recreation Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"780 UPPER WENTWORTH ST, HAMILTON, ON"
2753,Montcalm Community House,Leisure / Community Centres,General,Indoor,Public,1,"45 MONTCALM DR, HAMILTON, ON"
2754,Sherman Boys & Girls Club,Leisure / Community Centres,General,Indoor,Public,1,"705 MAIN ST E, HAMILTON, ON"
2755,Binbrook Memorial Hall,Leisure / Community Centres,General,Indoor,Public,,"2600 HAMILTON REGIONAL RD 56, BINBROOK, ON"
2756,Delena Neighbourhood Centre,Leisure / Community Centres,General,Indoor,Public,,"93 DELENA AVE N, HAMILTON, ON"
2757,Dundas Learning Centre,Leisure / Community Centres,General,Indoor,Public,1,"15 BALDWIN ST, DUNDAS, ON"
2758,FirstOntario Centre,Ice,Single surface,Indoor,Public,,"101 YORK BLVD, HAMILTON, ON"
2759,Warden Seniors Club,Leisure / Community Centres,Seniors,Indoor,Public,,"1655 BARTON ST E, HAMILTON, ON"
2761,Hamilton Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"257 DUKE ST, HAMILTON, ON"
2762,Rosedale Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Private,,"42 LAWRENCE RD, HAMILTON, ON"
2763,Ancaster Tennis Club,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,,"291 LODOR ST, ANCASTER, ON"
