Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address
3825,Bronto's Adventure Playland,Physical Recreation & Sports,Playgrounds ,Indoor,Public,1,"4943 CLIFTON HILL, NIAGARA FALLS, ON"
3826,Great Wolf Lodge Water Park,Leisure / Community Centres,General,Indoor,Public,1,"3950 VICTORIA AVE, NIAGARA FALLS, ON"
3830,Fallsview Indoor Waterpark,Leisure / Community Centres,General,Indoor,Public,1,"5685 FALLS AVE, NIAGARA FALLS, ON"
3834,Niagara Falls Sportsplex & Indoor Driving Range,Leisure / Community Centres,General,Indoor,Public,,"3710 SINNICKS AVE, NIAGARA FALLS, ON"
3836,Waves Indoor Waterpark,Leisure / Community Centres,General,Indoor,Public,1,"8444 LUNDY'S LN, NIAGARA FALLS, ON"
3840,Adventure City,Physical Recreation & Sports,Playgrounds ,Indoor,Public,1,"4915 CLIFTON HILL, NIAGARA FALLS, ON"
3841,Jurassic Joe's Indoor Playground,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"4465 DRUMMOND RD UNIT #4, NIAGARA FALLS, ON"
3842,Skyline Hotel & Waterpark,Leisure / Community Centres,General,Indoor,Public,1,"4800 BENDER ST, NIAGARA FALLS"
3846,Cook's Mills Jewish Community Center,Leisure / Community Centres,General,Indoor,Public,1,"492 LYONS CREEK RD, WELLAND, ON"
3847,Welland Curling Club,Ice,Curling,Indoor,Public,1,"497 KING ST, WELLAND, ON"
3848,Jack Ballantyne Memorial Arena,Ice,Single surface,Indoor,Public,,"501 KING STREET, WELLAND, ON"
3849,Welland Main Arena,Ice,Single surface,Indoor,Public,,"501 KING STREET, WELLLAND, ON"
3850,Welland Community Wellness Complex,Leisure / Community Centres,General,Indoor,Public,,"145 LINCOLN ST, WELLAND, ON"
3852,Civic Square,Leisure / Community Centres,General,Indoor,Public,,"60 EAST MAIN STREET, WELLAND, ON"
3853,Chippawa Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"90 FIRST AVENUE, WELLAND, ON"
3854,Cooks Mills Hall,Leisure / Community Centres,General,Indoor,Public,,"630 LYONS CREEK ROAD, WELLAND, ON"
3855,Hooker Street Community Centre,Leisure / Community Centres,General,Indoor,Public,,"45 HOOKER STREET, WELLAND, ON"
3856,Welland International Flatwater Centre,Leisure / Community Centres,General,Indoor,Public,,"16 TOWNLINE TUNNEL ROAD, WELLAND, ON"
3857,Youngs Sportsplex,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"570 RIVER RD, WELLAND, ON"
3859,BP Sports Park,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"1100 NIAGARA STREET, WELLAND, ON"
3861,Crystal Ridge Arena,Ice,Single surface,Indoor,Public,,"109 RIDGE ROAD SOUTH, FORT ERIE, ON"
3863,Leisureplex Complex ,Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,,"3 MUNICIPAL CENTRE DRIVE, FORT ERIE, ON"
3866,Crystal Ridge Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"99 RIDGE RD S, CRYSTAL BEACH, ON"
3867,Fleming Memorial Arena,Ice,Single surface,Indoor,Public,,"5020 SERENA DR, BEAMSVILLE, ON"
3868,Jordan Arena,Ice,Single surface,Indoor,Public,,"2789 FOURTH AVE., JORDAN STATION, ON"
3869,Lincoln Seniors' Club  ,Leisure / Community Centres,Seniors,Indoor,Public,,"4361 CENTRAL AVE, BEAMSVILLE, ON"
3871,Lincoln Community Centre,Leisure / Community Centres,General,Indoor,Public,,"4361 CENTRAL AVE, BEAMSVILLE, ON"
3873,Thorold Community Arenas,Ice,2+ surfaces,Indoor,Public,,"70 FRONT ST. N, THOROLD, ON"
3875,Darlene Ryan Centre,Leisure / Community Centres,General,Indoor,Public,1,"40 CROSS ST, THOROLD, ON"
3876,Thorold Community Activities Group,Leisure / Community Centres,General,Indoor,Public,,"131 RICHMOND ST, THOROLD, ON"
3877,Vale Health and Wellness Centre,Ice,2+ surfaces,Indoor,Public,,"550 ELIZABETH STREET, PORT COLBORNE, ON"
3884,Bethel Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2703 CHIPPAWA RD, PORT COLBORNE, ON"
3885,Port Colborne Lions Club Community Centre,Leisure / Community Centres,General,Indoor,Public,,"49 CHIPPAWA RD, PORT COLBORNE, ON"
3886,Port Colborne Social & Recreation Centre for Senior Citizens,Leisure / Community Centres,Seniors,Indoor,Public,,"554 FIELDEN AVE, PORT COLBORNE, ON"
3887,Roselawn Centre,Leisure / Community Centres,General,Indoor,Public,,"296 FIELDEN AVE, PORT COLBORNE, ON"
3888,Port Colborne YMCA,Leisure / Community Centres,General,Indoor,Public,,"550 ELIZABETH ST, PORT COLBORNE, ON"
3894,Niagara-On-The-Lake Community Ctr,Leisure / Community Centres,General,Indoor,Public,,"14 ANDERSON LN, NIAGARA-ON-THE-LAKE, ON"
3897,Meridian Community Centre,Ice,2+ surfaces,Indoor,Public,,"100 MERIDIAN WAY, FONTHILL, ON"
3903,Wainfleet Arena,Ice,Single surface,Indoor,Public,,"31940 HIGHWAY #3, WAINFLEET, ON"
3905,Black Creek Community Association,Leisure / Community Centres,General,Indoor,Public,1,"2959 BAKER RD, STEVENSVILLE, ON"
3906,Fort William Gardens ,Ice,Single surface,Indoor,Public,,"901 MILES ST E., THUNDER BAY, ON"
3909,Delaney Arena ,Ice,Single surface,Indoor,Public,,"300 LEGION TRACK DR. THUNDER BAY, ON"
3910,Current River Arena,Ice,Single surface,Indoor,Public,,"425 GRENVILLE AVE. THUNDER BAY, ON"
3911,Grandview Arena ,Ice,Single surface,Indoor,Public,,"300 MADELINE ST. THUNDER BAY, ON"
3912,Port Arthur Arena ,Ice,Single surface,Indoor,Public,,"420 LISGAR ST., THUNDER BAY, ON"
3913,Neebing Memorial Arena,Ice,Single surface,Indoor,Public,,"1751 BOWLKER RD. THUNDER BAY, ON"
3914,Canada Games Complex,Aquatics,25m pool with or without other pools,Indoor,Public,,"420 WINNIPEG AVE, THUNDER BAY, ON"
3919,Current River Community Centre,Leisure / Community Centres,General,Indoor,Public,,"450 DEWE AVE. THUNDER BAY, ON"
3920,Jumbo Gardens Community Centre ,Leisure / Community Centres,General,Indoor,Public,,"330 TOIVO STREET, THUNDER BAY, ON"
3921,North End Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"954 HURON AVE. THUNDER BAY, ON"
3923,North McIntyre Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2051 GOVERNMENT RD. THUNDER BAY, ON"
3924,Oliver Road Community Centre ,Leisure / Community Centres,General,Indoor,Public,,"563 OLIVER RD, THUNDER BAY, ON"
3925,South Neebing Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1841 MOUNTAIN RD., RR #4, THUNDER BAY, ON"
3926,Vale Community Centre ,Leisure / Community Centres,General,Indoor,Public,,"420 VALE AVE. THUNDER BAY, ON"
3927,Vickers Heights Community Centre ,Leisure / Community Centres,General,Indoor,Public,,"1695 BROADWAY AVE, THUNDER BAY, ON"
3928,Volunteer Pool Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"180 MARTHA ST., THUNDER BAY, ON"
3930,West Arthur Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1914 WEST ARTHUR ST., THUNDER BAY, ON"
3931,West Thunder Community Centre,Leisure / Community Centres,General,Indoor,Public,,"915 SOUTH EDWARD ST., THUNDER BAY, ON"
3934,Lakehead University Hangar,Physical Recreation & Sports,Sport fields,Indoor,Public,,"955 OLIVER RD, THUNDER BAY, ON"
3939,Kinsmen Youth Centre,Leisure / Community Centres,General,Indoor,Public,,"609 JAMES ST NORTH, THUNDER BAY, ON"
3940,Thunder Bay 55 Plus Centre ,Leisure / Community Centres,General,Indoor,Public,,"700 RIVER ST. THUNDER BAY, ON"
3941,Churchill Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"130 CHURCHILL DR W, THUNDER BAY, ON"
3944,Maple Tops,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"24 COURT ST S, THUNDER BAY, ON"
3945,Port Arthur Curling Club,Ice,Curling,Indoor,Public,1,"214 EGAN ST, THUNDER BAY, ON"
3946,Fort William Curling & Athletic Club,Leisure / Community Centres,General,Indoor,Public,1,"218 VICKERS ST N, THUNDER BAY, ON"
3947,NorWest Arena,Leisure / Community Centres,General,Indoor,Public,,"40 HIGHWAY 588, KAKABEKA FALLS, ON"
3950,Murillo Hall,Leisure / Community Centres,General,Indoor,Public,,"4569 OLIVER ROAD, MURILLO, ON"
3951,Rosslyn Hall,Leisure / Community Centres,General,Indoor,Public,,"3405 ROSSLYN ROAD, ROSSLYN, ON"
3953,Balmy Beach Park,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1 BEECH AVE., TORONTO, ON"
3954,Gus Ryder Pool and Health Club,Aquatics,25m pool with or without other pools,Indoor,Public,,"1 FAUSTINA DR, TORONTO, ON"
3956,Monarch Park Stadium,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1,"1 PARKMOUNT RD, TORONTO, ON"
3959,Kingsview Village Community School,Leisure / Community Centres,General,Indoor,Public,,"1 YORK RD, TORONTO, ON"
3960,ONEseven Sports Performance,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"12-10 DANSK COURT, TORONTO, ON"
3961,Elmbank Community Centre,Leisure / Community Centres,General,Indoor,Public,,"10 RAMPART RD, TORONTO, ON"
3964,Bloordale Community School,Leisure / Community Centres,General,Indoor,Public,,"10 TOLEDO RD, TORONTO, ON"
3965,Bain Community Centre,Leisure / Community Centres,General,Indoor,Public,,"100 BAIN AVENUE, TORONTO, ON"
3966,Weston Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"100 PINE ST M9N 2Y9, TORONTO, ON"
3967,Athletic Centre Utoronto,Physical Recreation & Sports,Running tracks (track and field),Both,Public,,"55 HARBORD ST, TORONTO, ON"
3968,Toronto Soccerplex,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"101 RAILSIDE RD, TORONTO, ON"
3969,Community Matters Toronto,Leisure / Community Centres,General,Indoor,Public,1,"102-260 WELLESLEY ST E, TORONTO, ON"
3971,Don Mills Civitan Arena,Ice,Single surface,Indoor,Public,,"1030 DON MILLS RD, TORONTO, ON"
3972,New Toronto Seniors' Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"105 FOURTH ST, TORONTO, ON"
3974,Alexandra Park Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"105 GRANGE CT, TORONTO, ON"
3975,Norseman Community School and Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"105 NORSEMAN ST., TORONTO, ON"
3977,Leaside Memorial Gardens Arena,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"1073 MILLWOOD RD, TORONTO, ON"
3980,Leaside Memorial Gardens Swimming Pool - Indoor Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"1073 MILLWOOD RD, TORONTO, ON"
3981,Leaside Curling Club,Leisure / Community Centres,General,Indoor,Public,,"1075 MILLWOOD RD, TORONTO, ON"
3983,East York Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"1081 1/2 PAPE AVE, TORONTO, ON"
3987,Burrows Hall Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1081 PROGRESS AVE, TORONTO, ON"
3988,Trace Manes Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"110 RUMSEY RD, TORONTO, ON"
3990,La Liga Indoor Soccer,Physical Recreation & Sports,Sport fields,Indoor,Public,,"1107 FINCH AVE W, TORONTO, ON"
3992,Casa Do Alentejo Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"1130 DUPONT ST, TORONTO, ON"
3993,Archers Arena Toronto,Physical Recreation & Sports,Other,Indoor,Public,1,"1140 SHEPPARD AVE W #3, TORONTO, ON"
3994,York Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"115 BLACK CREEK DR, TORONTO, ON"
4000,Wexford Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"1176 PHARMACY AVE, TORONTO, ON"
4001,Banbury Community Centre,Leisure / Community Centres,General,Indoor,Public,,"120 BANBURY RD , TORONTO, ON"
4002,Berner Trail Community Centre,Leisure / Community Centres,General,Indoor,Public,,"120 BERNER TRAIL, TORONTO, ON"
4003,Oasis Dufferin Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1219 DUFFERIN ST, TORONTO, ON"
4004,Wallace Emerson Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"1260 DUFFERIN ST, TORONTO, ON"
4008,Extreme Toronto Sports Club,Physical Recreation & Sports,Sport fields,Both,Public,,"90 SHEPPARD AV, TORONTO, ON"
4009,Birkdale Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1299 ELLESMERE RD, TORONTO, ON"
4010,John G. Althouse Community School,Leisure / Community Centres,General,Indoor,Public,,"130 LLOYD MANOR RD, TORONTO, ON"
4011,Royal Canadian Curling Club,Leisure / Community Centres,General,Indoor,Public,,"131 BROADVIEW AVE, TORONTO, ON"
4012,Edithvale Community Centre,Leisure / Community Centres,General,Indoor,Public,,"131 FINCH AVE W, TORONTO, ON"
4016,Kababayan Multicultural Centre,Leisure / Community Centres,General,Indoor,Public,1,"1313 QUEEN ST W, TORONTO, ON"
4020,Davenport 1347,Leisure / Community Centres,General,Indoor,Public,,"1347 DAVENPORT RD, TORONTO, ON"
4021,Joseph J. Piccininni Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"1369 ST CLAIR AVE W, TORONTO, ON"
4025,O'Connor Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1386 VICTORIA PARK AVE, TORONTO, ON"
4028,Balmy Beach Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"14 PINE AVE, TORONTO, ON"
4031,Antibes Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"140 ANTIBES DR, TORONTO, ON"
4035,Commander Recreation Centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"140 COMMANDER BLVD, TORONTO, ON"
4037,Moss Park Arena,Ice,Single surface,Indoor,Public,,"140 SHERBOURNE ST, TORONTO, ON"
4038,Holy Family Community Centre,Leisure / Community Centres,General,Indoor,Public,,"141 CLOSE AVE, TORONTO, ON"
4040,Albion Pool and Health Club,Aquatics,25m pool with or without other pools,Indoor,Public,,"1485 ALBION RD, TORONTO, ON"
4042,Parkdale Activity-Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"1499 QUEEN ST W, TORONTO, ON"
4047,St. Marcellus Community School,Leisure / Community Centres,General,Indoor,Public,,"15 DENFIELD ST, TORONTO, ON"
4048,Pine Point Arena,Ice,Single surface,Indoor,Public,,"15 GRIERSON RD, TORONTO, ON"
4049,Beach Blast,Physical Recreation & Sports,Sport fields,Indoor,Public,,"15 LESWYN RD, TORONTO, ON"
4050,Harrison Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"15 STEPHANIE ST, TORONTO, ON"
4051,North York Don Mills Pool,Aquatics,25m pool with or without other pools,Indoor,Public,1,"15 THE DONWAY E, TORONTO, ON"
4052,Swansea Community Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"15 WALLER AVE, TORONTO, ON"
4057,Victoria Park Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"15 WALLINGFORD RD, TORONTO, ON"
4058,Willowdale Lawn Bowling Club,Leisure / Community Centres,General,Indoor,Public,,"150 BEECROFT RD, TORONTO, ON"
4059,Scarborough Civic Centre,Leisure / Community Centres,General,Indoor,Public,,"150 BOROUGH DR., TORONTO, ON"
4061,Flemingdon Community Centre and Playground Paradise,Leisure / Community Centres,General,Indoor,Public,,"150 GRENOBLE DR, TORONTO, ON"
4063,Kids Fun City,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"150 LESMILL RD, TORONTO, ON"
4064,John Innes Community Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"150 SHERBOURNE ST, TORONTO, ON"
4068,Lester B. Pearson Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"150 TAPSCOTT RD, TORONTO, ON"
4069,Amazon Indoor Playground,Physical Recreation & Sports,Playgrounds ,Indoor,Public,1,"1500 ROYAL YORK RD, TORONTO, ON"
4070,Albion Arena,Ice,Single surface,Indoor,Public,,"1501 ALBION RD , TORONTO, ON"
4071,Amesbury Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1507 LAWRENCE AVE W, TORONTO, ON"
4073,Trinity Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"155 CRAWFORD ST, TORONTO, ON"
4078,Amesbury Sports Complex,Ice,Single surface,Indoor,Public,,"155 CULFORD RD, TORONTO, ON"
4080,Albert Campbell Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"1550 SANDHURST CIR, TORONTO, ON"
4082,North Toronto Memorial Community Centre,Aquatics,25m pool with or without other pools,Both,Public,,"200 EGLINTON AVE W, TORONTO, ON"
4083,Central Eglinton Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"160 EGLINTON AVE E, TORONTO, ON"
4084,Baycrest Arena,Ice,Single surface,Indoor,Public,,"160 NEPTUNE DR, TORONTO, ON"
4085,Downsview Arena,Ice,Single surface,Indoor,Public,,"1633 WILSON AVE, TORONTO, ON"
4086,Angela James Arena,Ice,Single surface,Indoor,Public,,"165 GRENOBLE DR, TORONTO, ON"
4087,Viewmount Community Centre,Leisure / Community Centres,General,Indoor,Public,,"169 VIEWMOUNT AVE, TORONTO, ON"
4088,Seneca Village Community Centre,Leisure / Community Centres,General,Indoor,Public,,"1700 FINCH AVE E, TORONTO, ON"
4090,Pelmo Park Community Centre,Leisure / Community Centres,General,Indoor,Public,,"171 PELLATT AVE, TORONTO, ON"
4091,North Toronto Memorial Arena,Ice,Single surface,Indoor,Public,,"174 ORCHARD VIEW BL, TORONTO, ON"
4093,Ted Reeve Community Arena,Ice,2+ surfaces,Indoor,Public,,"175 MAIN ST, TORONTO, ON"
4094,Smithfield Community School,Leisure / Community Centres,General,Indoor,Public,,"175 MOUNT OLIVE DR, TORONTO, ON"
4095,Fairmount Park Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"1757 GERRARD ST E, TORONTO, ON"
4098,Ballsports Polson Pier,Physical Recreation & Sports,Sport fields,Indoor,Public,,"176 CHERRY ST, TORONTO, ON"
4099,McCormick Arena,Ice,2+ surfaces,Indoor,Public,,"179 BROCK AVE, TORONTO, ON"
4100,Ourland Community Centre,Leisure / Community Centres,General,Indoor,Public,,"18 OURLAND AVE , TORONTO, ON"
4103,Chalkfarm Community Centre,Leisure / Community Centres,General,Indoor,Public,,"180 CHALKFARM DR, TORONTO, ON"
4106,Felix's Swim School Beaches,Aquatics,25m pool with or without other pools,Indoor,Public,1,"181 BROADVIEW AVE, TORONTO, ON"
4107,Maurice Cody Community Centre,Leisure / Community Centres,General,Indoor,Public,,"181 CLEVELAND ST , TORONTO, ON"
4109,Keele Community Centre,Leisure / Community Centres,General,Indoor,Public,,"181 GLENLAKE AVE, TORONTO, ON"
4111,Havergal College,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1451 AVENUE RD, TORONTO, ON"
4114,Arab Community Center of Toronto,Leisure / Community Centres,General,Indoor,Public,,"1855 LAWRENCE AVE E, TORONTO, ON"
4115,Extreme Fun Kids Indoor Playground,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"186 BARTLEY DR, TORONTO, ON"
4116,Broadlands Community Centre,Leisure / Community Centres,General,Indoor,Public,,"19 CASTLEGROVE BLVD, TORONTO, ON"
4117,Victoria Village Arena,Ice,Single surface,Indoor,Public,,"190 BERMONDSEY RD, TORONTO, ON"
4119,Better Living Centre,Leisure / Community Centres,General,Indoor,Public,,"1-100 PRINCES' BLVD, TORONTO, ON"
4120,Eden Community House,Leisure / Community Centres,General,Indoor,Public,,"196 BEVERLEY ST, TORONTO, ON"
4121,Centennial Recreation Centre - Scarborough,Ice,2+ surfaces,Indoor,Public,,"1967 ELLESMERE RD, TORONTO, ON"
4126,Aquatics Academy Champagne Dr,Aquatics,25m pool with or without other pools,Indoor,Public,,"2 CHAMPAGNE DR, TORONTO, ON"
4127,Terry Fox Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"2 GLEDHILL AVE, TORONTO, ON"
4128,Alderwood Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"2 ORIANNA DR, TORONTO, ON"
4129,North Kipling Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2 ROWNTREE RD, TORONTO, ON"
4131,Roywood Park R.C. Clubhouse,Leisure / Community Centres,General,Indoor,Public,,"2 ROYWOOD DR, TORONTO, ON"
4132,Ellesmere Community Centre,Leisure / Community Centres,General,Indoor,Public,,"20 CANADIAN RD, TORONTO, ON"
4135,Barbara Frum Community Centre,Leisure / Community Centres,General,Indoor,Public,,"20 COVINGTON RD., TORONTO, ON"
4140,L’Amoreaux Community Recreation Centre (sauna only),Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2000 MCNICOLL AVE, SCARBOROUGH, ON"
4143,Toronto Sport & Social Club,Physical Recreation & Sports,Sport fields,Both,Public,,"245 EGLINTON AVE E #420, TORONTO, ON"
4144,Humber Community Pool,Aquatics,25m pool with or without other pools,Indoor,Public,,"205 HUMBER COLLEGE BLVD, TORONTO, ON"
4145,Irving W. Chapley Community Centre,Leisure / Community Centres,General,Indoor,Public,,"205 WILMINGTON AVE, TORONTO, ON"
4148,Kids Fun Town,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"2071 DANFORTH AVE, TORONTO, ON"
4149,Weston Lions Park,Ice,Single surface,Indoor,Public,,"2125 LAWRENCE AVE W, TORONTO, ON"
4150,Armour Heights Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2140 AVENUE RD, TORONTO, ON"
4152,George Bell Arena,Ice,Single surface,Indoor,Public,,"215 RYDING AVE, TORONTO, ON"
4153,Masaryk-Cowan Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"220 COWAN AVE, TORONTO, ON"
4156,Fairbank Memorial Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2213 DUFFERIN ST, TORONTO, ON"
4159,McGregor Park Community Centre,Ice,2+ surfaces,Indoor,Public,,"2231 LAWRENCE AVE E, TORONTO, ON"
4161,The New Common,Leisure / Community Centres,General,Indoor,Public,,"225 WELLESLEY ST E, TORONTO, ON"
4162,Grandravine Community Recreation Centre,Ice,Single surface,Indoor,Public,,"23 GRANDRAVINE DR, TORONTO, ON"
4166,University Settlement,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,"23 GRANGE RD, TORONTO, ON"
4170,John Booth Memorial Arena,Ice,Single surface,Indoor,Public,,"230 GOSFORD BLVD, TORONTO, ON"
4171,St. Lawrence Community Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"230 THE ESPLANADE, TORONTO, ON"
4176,Roma Community Centre,Leisure / Community Centres,General,Indoor,Public,,"2340 DUNDAS ST W, TORONTO, ON"
4177,Edenbridge Centre,Leisure / Community Centres,General,Indoor,Public,,"235 EDENBRIDGE DR, TORONTO, ON"
4181,Main Square Community Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"245 MAIN ST, TORONTO, ON"
4184,Syrian Community Centre,Leisure / Community Centres,General,Indoor,Public,,"246 BLOOR ST W, TORONTO, ON"
4185,Don Montgomery Community Centre,Ice,2+ surfaces,Indoor,Public,,"2467 EGLINTON AVE E, TORONTO, ON"
4189,St. Felix Centre,Leisure / Community Centres,General,Indoor,Public,,"25 AUGUSTA AVE, TORONTO, ON"
4190,Warden Hilltop Community Centre,Leisure / Community Centres,General,Indoor,Public,,"25 MENDELSSOHN ST, TORONTO, ON"
4193,The Badminton & Racquet Club of Toronto,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,1,"25 ST CLAIR AVE W, TORONTO, ON"
4196,Domenico Di Luca Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"25 STANLEY RD, TORONTO, ON"
4198,Stephen Leacock Community Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"2500 BIRCHMOUNT RD, TORONTO, ON"
4202,L'Amoreaux Collegiate Institute,Aquatics,25m pool with or without other pools,Indoor,Public,,"2501 BRIDLETOWNE CIR, TORONTO, ON"
4203,Stephen Leacock Seniors Community Centre,Leisure / Community Centres,Seniors,Indoor,Public,,"2520 BIRCHMOUNT RD, TORONTO, ON"
4204,York Mills Arena,Ice,Single surface,Indoor,Public,,"2539 BAYVIEW AVE, TORONTO, ON"
4205,North York Community House,Leisure / Community Centres,General,Indoor,Public,,"255 RANEE AVE, TORONTO, ON"
4206,Battle Sports,Physical Recreation & Sports,Other,Indoor,Public,,"26 ASHWARREN RD, TORONTO, ON"
4207,Gord and Irene Risk Community Centre,Ice,Single surface,Indoor,Public,,"2650 FINCH AVE W, TORONTO, ON"
4210,The New Generation Youth Recreation Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"2694 EGLINTON AVE W, TORONTO, ON"
4213,West Rouge Community Centre,Leisure / Community Centres,General,Indoor,Public,,"270 ROUGE HILLS DR, TORONTO, ON"
4214,York Civic Centre,Leisure / Community Centres,General,Indoor,Public,,"2700 EGLINTON AVE. W, TORONTO, ON"
4215,DA Morrison Middle School,Aquatics,25m pool with or without other pools,Indoor,Public,,"271 GLEDHILL AVE, TORONTO, ON"
4216,Curran Hall Community Centre,Leisure / Community Centres,General,Indoor,Public,,"277 ORTON PARK RD, TORONTO, ON"
4217,Graciosa Community Centre Of Toronto,Leisure / Community Centres,General,Indoor,Public,1,"279 DOVERCOURT RD, TORONTO, ON"
4218,Ken Cox Community Centre,Leisure / Community Centres,General,Indoor,Public,,"28 COLONEL SAMUEL SMITH PARK DR, TORONTO, ON"
4220,Gordon A. Brown Middle School,Aquatics,25m pool with or without other pools,Indoor,Public,,"2800 ST CLAIR AVE E, TORONTO, ON"
4221,Dennis R. Timbrell Resource Centre,Aquatics,25m pool with or without other pools,Indoor,Public,,"29 ST DENNIS DR , TORONTO, ON"
4225,LCI Sports Centre,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"290 BIRMINGHAM STREET, TORONTO, ON"
4226,Heron Park Community Centre,Ice,2+ surfaces,Indoor,Public,,"292 MANSE RD, TORONTO, ON"
4228,Community Junction,Leisure / Community Centres,General,Indoor,Public,,"2934 DUNDAS ST W, TORONTO, ON"
4229,Oriole Community Centre,Ice,Single surface,Indoor,Public,,"2975 DON MILLS RD W, TORONTO, ON"
4233,Malvern Recreation Centre,Ice,2+ surfaces,Indoor,Public,,"30 SEWELLS RD, TORONTO, ON"
4237,Fenside Arena,Ice,Single surface,Indoor,Public,,"30 SLIDELL CRESCENT, TORONTO, ON"
4238,Georges Vanier Secondary School,Aquatics,25m pool with or without other pools,Indoor,Public,,"3000 DON MILLS RD E, TORONTO, ON"
4239,Mimico Arena,Ice,Single surface,Indoor,Public,,"31 DRUMMOND ST, TORONTO, ON"
4241,Agincourt Recreation Centre,Ice,2+ surfaces,Indoor,Public,,"31 GLEN WATFORD DR, TORONTO, ON"
4244,Carmine Stefano Community Centre,Leisure / Community Centres,General,Indoor,Public,,"3100 WESTON RD, TORONTO, ON"
4247,West Scarborough Neighbourhood Centre,Leisure / Community Centres,General,Indoor,Public,,"313 PHARMACY AVE, TORONTO, ON"
4250,Boys & Girls Club of West Scarborough,Leisure / Community Centres,Youth,Indoor,Public,,"313 PHARMACY AVE, TORONTO, ON"
4251,All Saints Church-Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"315 DUNDAS ST E, TORONTO, ON"
