CMANAME,CSDNAME,Facility name,URL,Full address,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Comments/Notes,Address Comments/Notes
,,Vancouver International Tennis Academy,https://vancouvertennisacademy.com/,"11111 Horseshoe Way, Richmond, BC V7A 4Y1",Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,1111,Horseshoe Way ,,Richmond,BC,V7A 4Y1,,,"tennis, fitness, swimming, racquet courts",
,,Vancouver International Tennis Academy,https://vancouvertennisacademy.com/,"11111 Horseshoe Way, Richmond, BC V7A 4Y1",Aquatics,25m pool with or without other pools,Indoor,Private,1111,Horseshoe Way ,,Richmond,BC,V7A 4Y1,,,"tennis, fitness, swimming, racquet courts",
,,Vancouver International Tennis Academy,https://vancouvertennisacademy.com/,"11111 Horseshoe Way, Richmond, BC V7A 4Y1",Aquatics,Leisure / wading pools,Indoor,Private,1111,Horseshoe Way ,,Richmond,BC,V7A 4Y1,,,"tennis, fitness, swimming, racquet courts",
,,Vancouver International Tennis Academy,https://vancouvertennisacademy.com/,"11111 Horseshoe Way, Richmond, BC V7A 4Y1",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,1111,Horseshoe Way ,,Richmond,BC,V7A 4Y1,,,"tennis, fitness, swimming, racquet courts",
,,Vancouver International Tennis Academy,https://vancouvertennisacademy.com/,"11111 Horseshoe Way, Richmond, BC V7A 4Y1",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,1111,Horseshoe Way ,,Richmond,BC,V7A 4Y1,,,"tennis, fitness, swimming, racquet courts",
,,Richmond Tennis Club,http://www.richmondtennisclub.com/,"6820 Gilbert Rd, Richmond, BC V7C 3V4",Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Both,6820,Gilbert Road,,Richmond,BC,V7C 3V4,,,,
,,Minoru Aquatic Centre,https://www.richmond.ca/parksrec/pools/minoru.htm,"7560 Minoru Gate, Richmond, BC V6Y 1R9",Aquatics,25m pool with or without other pools,Indoor,Public,7560,Minoru Gate,,Richmond,BC,V6Y 1R9,,,"indoor pool, fitness",
,,Minoru Aquatic Centre,https://www.richmond.ca/parksrec/pools/minoru.htm,"7560 Minoru Gate, Richmond, BC V6Y 1R9",Aquatics,Leisure / wading pools,Indoor,Public,7560,Minoru Gate,,Richmond,BC,V6Y 1R9,,,"indoor pool, fitness",
,,Minoru Aquatic Centre,https://www.richmond.ca/parksrec/pools/minoru.htm,"7560 Minoru Gate, Richmond, BC V6Y 1R9",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,7560,Minoru Gate,,Richmond,BC,V6Y 1R9,,,"indoor pool, fitness",
,,Minoru Centre for Active Living,https://www.minorucentre.ca/,"7191 Granville Ave, Richmond, BC V6Y 1N9",Leisure / Community Centres,Seniors,Indoor,Public,7191,Granville Avenue,,Richmond,BC,V6Y 1N9,,,"seniors community centre, fitness",
,,Minoru Centre for Active Living,https://www.minorucentre.ca/,"7191 Granville Ave, Richmond, BC V6Y 1N9",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,7191,Granville Avenue,,Richmond,BC,V6Y 1N9,,,"seniors community centre, fitness",
,,Minoru Arenas,https://www.richmond.ca/parksrec/arenas/about.htm,"7551 Minoru Gate, Richmond, BC V6Y 1R8",Ice,2+ surfaces,Indoor,Public,7551,Minoru Gate,,Richmond,BC,V6Y 1R8,,,,
,,Thompson Community Centre,https://www.richmond.ca/parksrec/centres/thompsoncentre/thompson.htm,"5151 Granville Ave, Richmond, BC V7C 1E6",Leisure / Community Centres,General,Indoor,Public,5151,Granville Avenue,,Richmond,BC,V7C 1E6,,,"community centre, gym, fitness",
,,Thompson Community Centre,https://www.richmond.ca/parksrec/centres/thompsoncentre/thompson.htm,"5151 Granville Ave, Richmond, BC V7C 1E6",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,5151,Granville Avenue,,Richmond,BC,V7C 1E6,,,,
,,Thompson Community Centre,https://www.richmond.ca/parksrec/centres/thompsoncentre/thompson.htm,"5151 Granville Ave, Richmond, BC V7C 1E6",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,5151,Granville Avenue,,Richmond,BC,V7C 1E6,,,,
,,Cambie Community Centre,https://www.richmond.ca/parksrec/centres/cambiecentre/cambie.htm,"12800 Cambie Rd, Richmond, BC V6V 0A9",Leisure / Community Centres,General,Indoor,Public,12800,Cambie Road,,Richmond,BC,V6V 0A9,,,"community centre shares facilities with HJ Cambie Secondary School - gymnasiums, fitness",
,,Cambie Community Centre,https://www.richmond.ca/parksrec/centres/cambiecentre/cambie.htm,"12800 Cambie Rd, Richmond, BC V6V 0A9",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,12800,Cambie Road,,Richmond,BC,V6V 0A9,,,"community centre shares facilities with HJ Cambie Secondary School - gymnasiums, fitness",
,,Cambie Community Centre,https://www.richmond.ca/parksrec/centres/cambiecentre/cambie.htm,"12800 Cambie Rd, Richmond, BC V6V 0A9",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,12800,Cambie Road,,Richmond,BC,V6V 0A9,,,"community centre shares facilities with HJ Cambie Secondary School - gymnasiums, fitness",
,,Hamilton Community Centre,https://www.richmond.ca/parksrec/centres/hamiltonctr/hamiltoncentre.htm,"5140 Smith Dr, Richmond, BC V6V 2W5",Leisure / Community Centres,General,Indoor,Public,5140,Smith Drive,,Richmond,BC,V6V 2W5,,,"community centre, fitness",
,,Hamilton Community Centre,https://www.richmond.ca/parksrec/centres/hamiltonctr/hamiltoncentre.htm,"5140 Smith Dr, Richmond, BC V6V 2W5",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,5140,Smith Drive,,Richmond,BC,V6V 2W5,,,"community centre, fitness",
,,Shia Muslim Community Centre,http://www.az-zahraa.org/,"8580 No 5 Rd, Richmond, BC V6Y 2V4",Leisure / Community Centres,General,Indoor,Public,8580,No 5 Road,,Richmond,BC,V6Y 2V4,,,,
,,Richmond Olympic Oval,https://richmondoval.ca/,"6111 River Rd, Richmond, BC V7C 0A2",Ice,2+ surfaces,Indoor,Public,,,,,,,,,"2 rinks, gym, running track, fitness",
,,Richmond Olympic Oval,https://richmondoval.ca/,"6111 River Rd, Richmond, BC V7C 0A2",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"2 rinks, gym, running track, fitness",
,,Richmond Olympic Oval,https://richmondoval.ca/,"6111 River Rd, Richmond, BC V7C 0A2",Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,,,,,,,,,"2 rinks, gym, running track, fitness",
,,Richmond Olympic Oval,https://richmondoval.ca/,"6111 River Rd, Richmond, BC V7C 0A2",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"2 rinks, gym, running track, fitness",
,,Richmond Olympic Oval,https://richmondoval.ca/,"6111 River Rd, Richmond, BC V7C 0A2",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,
,,Watermania,https://www.richmond.ca/parksrec/pools/watermania.htm,"14300 Entertainment Blvd, Richmond, BC V6W 1K3",Aquatics,50m+ pool with or without other pools,Indoor,Public,,,,,,,,,"pools, spray park, fitness",
,,Watermania,https://www.richmond.ca/parksrec/pools/watermania.htm,"14300 Entertainment Blvd, Richmond, BC V6W 1K3",Aquatics,Spray parks / splash pads,Indoor,Public,,,,,,,,,"pools, spray park, fitness",
,,Watermania,https://www.richmond.ca/parksrec/pools/watermania.htm,"14300 Entertainment Blvd, Richmond, BC V6W 1K3",Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,
,,Watermania,https://www.richmond.ca/parksrec/pools/watermania.htm,"14300 Entertainment Blvd, Richmond, BC V6W 1K3",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pools, spray park, fitness",
,,Marina's Swim School ,https://marinaswimschool.com/,"1751 Savage Rd, Richmond, BC V6V 1R1",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,,
,,West Richmond Community Centre,https://www.richmond.ca/parksrec/centres/westrich/wrichmond.htm,"9180 No 1 Rd, Richmond, BC V7E 6L5",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, gym, fitness, squash, badminton",
,,West Richmond Community Centre,https://www.richmond.ca/parksrec/centres/westrich/wrichmond.htm,"9180 No 1 Rd, Richmond, BC V7E 6L5",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"community centre, gym, fitness, squash, badminton",
,,West Richmond Community Centre,https://www.richmond.ca/parksrec/centres/westrich/wrichmond.htm,"9180 No 1 Rd, Richmond, BC V7E 6L5",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"community centre, gym, fitness, squash, badminton",
,,West Richmond Community Centre,https://www.richmond.ca/parksrec/centres/westrich/wrichmond.htm,"9180 No 1 Rd, Richmond, BC V7E 6L5",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,"community centre, gym, fitness, squash, badminton",
,,Sea Island Community Centre,https://www.richmond.ca/parksrec/centres/seaislandcentre/seaisland.htm,"7140 Miller Rd, Richmond, BC V7B 1L4",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, gym, tennis, playground",
,,Sea Island Community Centre,https://www.richmond.ca/parksrec/centres/seaislandcentre/seaisland.htm,"7140 Miller Rd, Richmond, BC V7B 1L4",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"community centre, gym, tennis, playground",
,,Badminton Vancouver,http://www.badminton-vancouver.com/,"110-13100 Mitchell Rd, Richmond, BC V6V 1M8",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,
,,Stage 18 Badminton Centre,https://www.stage18badminton.com/,"2351 No 6 Rd, Richmond, BC V6V 1P3",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,,
,,Richmond Pro Badminton Centre,https://rprobadminton.wordpress.com/,"5800 Minoru Blvd, Richmond, BC V6X 2B1",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,,,,,,,,,
,Coquitlam,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,"633 Poirier St, Coquitlam, BC V3J 6A9",Ice,Single surface,Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",
,,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,"633 Poirier St, Coquitlam, BC V3J 6A9",Aquatics,25m pool with or without other pools,Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",
,,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,"633 Poirier St, Coquitlam, BC V3J 6A9",Aquatics,Leisure / wading pools,Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",
,,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,"633 Poirier St, Coquitlam, BC V3J 6A9",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",
,,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,"633 Poirier St, Coquitlam, BC V3J 6A9",Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",
,,Smiling Creek Activity Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/smiling-creek-activity-centre,"3456 Princeton Ave, Coquitlam, BC V3E 3H1",Leisure / Community Centres,General,Indoor,Public,3456,Princeton Avenue,,Coquitlam,BC,V3E 3H1,,,"community centre located within Smiling Creek Elementary School, gym, sports courts, playgrounds",
,,Smiling Creek Activity Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/smiling-creek-activity-centre,"3456 Princeton Ave, Coquitlam, BC V3E 3H1",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,3456,Princeton Avenue,,Coquitlam,BC,V3E 3H1,,,"community centre located within Smiling Creek Elementary School, gym, sports courts, playgrounds",
,,City Centre Aquatic Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/city-centre-aquatic-complex.aspx,"1210 Pinetree Way, Coquitlam, BC V3B 7T8",Aquatics,50m+ pool with or without other pools,Indoor,Public,1210,Pinetree Way,,Coquitlam,BC,V3B 7T8,,,"Olympic-sized pool, wave pool, fitness",
,,City Centre Aquatic Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/city-centre-aquatic-complex.aspx,"1210 Pinetree Way, Coquitlam, BC V3B 7T8",Aquatics,25m pool with or without other pools,Indoor,Public,1210,Pinetree Way,,Coquitlam,BC,V3B 7T8,,,"Olympic-sized pool, wave pool, fitness",
,,City Centre Aquatic Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/city-centre-aquatic-complex.aspx,"1210 Pinetree Way, Coquitlam, BC V3B 7T8",Aquatics,Leisure / wading pools,Indoor,Public,1210,Pinetree Way,,Coquitlam,BC,V3B 7T8,,,"Olympic-sized pool, wave pool, fitness",
,,City Centre Aquatic Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/city-centre-aquatic-complex.aspx,"1210 Pinetree Way, Coquitlam, BC V3B 7T8",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1210,Pinetree Way,,Coquitlam,BC,V3B 7T8,,,"Olympic-sized pool, wave pool, fitness",
,,Planet Ice ,https://planetice.ca/coquitlam/,"2300 Rocket Way, Coquitlam, BC V3K 6Z2",Ice,2+ surfaces,Indoor,Public,2300,Rocket Way,,Coquitlam,BC,V3K 6Z2,,,"4 rinks, Innovative fitness club",
,,Planet Ice ,https://planetice.ca/coquitlam/,"2300 Rocket Way, Coquitlam, BC V3K 6Z2",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,2300,Rocket Way,,Coquitlam,BC,V3K 6Z2,,,"4 rinks, Innovative fitness club",
,,Centennial Activity Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/centennial-activity-centre.aspx,"578 Poirier St, Coquitlam, BC  V3J 6A8",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,578,Poirier Street,,Coquitlam,BC,V3J 6A8,,,,
,,The Tennis Centre,http://coquitlam.thetenniscentre.ca/,"1650 Foster Ave, Coquitlam, BC V3J 7X1",Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Public,5891,144 Street,,Coquitlam,BC,V3X 1A6,,,,
,,Place Maillardville Community Centre,http://www.placemaillardville.ca/,"1200 Cartier Ave, Coquitlam, BC V3K 2C3",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre with programs for children, youth, adults, families and seniors",
,,Poirier Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/poirier-community-centre.aspx,"630 Poirier St, Coquitlam, BC  V3J 6B1",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, fitness",
,,Poirier Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/poirier-community-centre.aspx,"630 Poirier St, Coquitlam, BC  V3J 6B1",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"community centre, fitness",
,,Glen Pine Pavilion,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/glen-pine-pavilion.aspx,"1200 Glen Pine Court, Coquitlam, BC V3B 2P7",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"adult community centre, fitness",
,,Glen Pine Pavilion,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/glen-pine-pavilion.aspx,"1200 Glen Pine Court, Coquitlam, BC V3B 2P7",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"adult community centre, fitness",
,,West Coast Swim School,https://westcoastss.ca/,"631 Lougheed Hwy, Coquitlam, BC V3K 3S5",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,swim lessons at Ramada ,
,,Dogwood Pavilion,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/dogwood-pavilion.aspx,"1655 Winslow Ave, Coquitlam, BC V3J 0E7",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Chimo Aquatic and Fitness Centre,https://enacademic.com/dic.nsf/enwiki/10605488,633 Poirier St V3J 6A9,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,"pools, fitness",
,,Chimo Aquatic and Fitness Centre,https://enacademic.com/dic.nsf/enwiki/10605488,633 Poirier St V3J 6A9,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pools, fitness",
,,Chimo Aquatic and Fitness Centre,https://enacademic.com/dic.nsf/enwiki/10605488,633 Poirier St V3J 6A9,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pools, fitness",
,,Chimo Aquatic and Fitness Centre,https://enacademic.com/dic.nsf/enwiki/10605488,633 Poirier St V3J 6A9,Aquatics,Spray parks / splash pads,Indoor,Public,,,,,,,,,"pools, fitness",
,,Summit Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/summit-community-centre.aspx,"1450 Parkway Blvd, Coquitlam, BC V3E 3L2",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"pools, fitness",
,,Summit Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/summit-community-centre.aspx,"1450 Parkway Blvd, Coquitlam, BC V3E 3L2",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"pools, fitness",
,,Pinetree Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/pinetree-community-centre.aspx,"1260 Pinetree Way, Coquitlam, BC  V3B 7Z4",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, fitness, gym",
,,Pinetree Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/pinetree-community-centre.aspx,"1260 Pinetree Way, Coquitlam, BC  V3B 7Z4",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"community centre, fitness, gym",
,,Pinetree Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/pinetree-community-centre.aspx,"1260 Pinetree Way, Coquitlam, BC  V3B 7Z4",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"community centre, fitness, gym",
,Langley (DM),Canlan Ice Sports,https://www.icesports.com/langleytwin/,"5700 Langley Bypass, Langley City, BC V3A 8L7",Ice,2+ surfaces,Indoor,Private,5700,Langley Bypass,,Langley City,BC,V3A 8L7,,,,
,,Walnut Grove Community Centre,https://www.tol.ca/recreation-culture/facilities/walnut-grove-community-centre/,"8889 Walnut Grove Dr, Langley Twp, BC V1M 2N7",Aquatics,50m+ pool with or without other pools,Indoor,Public,,,,,,,,,"pool, gym, fitness",
,,Walnut Grove Community Centre,https://www.tol.ca/recreation-culture/facilities/walnut-grove-community-centre/,"8889 Walnut Grove Dr, Langley Twp, BC V1M 2N7",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"pool, gym, fitness",
,,Walnut Grove Community Centre,https://www.tol.ca/recreation-culture/facilities/walnut-grove-community-centre/,"8889 Walnut Grove Dr, Langley Twp, BC V1M 2N7",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pool, gym, fitness",
,,Walnut Grove Community Centre,https://www.tol.ca/recreation-culture/facilities/walnut-grove-community-centre/,"8889 Walnut Grove Dr, Langley Twp, BC V1M 2N7",Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pool, gym, fitness",
,,Aldergrove Kinsmen Community Centre,https://www.tol.ca/recreation-culture/facilities/aldergrove-kinsmen-community-centre/,"26770 29 Ave, Langley Twp, BC V4W 3B8",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Aldergrove Credit Union Community Centre,https://www.tol.ca/recreation-culture/facilities/aldergrove-credit-union-community-centre/,"27032 Fraser Hwy, Aldergrove, BC V4W 3P6",Ice,Single surface,Indoor,Public,,,,,,,,,"ice, pool, fitness",
,,Aldergrove Credit Union Community Centre,https://www.tol.ca/recreation-culture/facilities/aldergrove-credit-union-community-centre/,"27032 Fraser Hwy, Aldergrove, BC V4W 3P6",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"ice, pool, fitness",
,Delta,Tilbury Ice,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/tilbury-ice,"7187 Vantage Way, Delta, BC V4G 1K7",Ice,Single surface,Indoor,Public,7187,Vantage Way,,Delta,BC,V4G 1K7,,,,
,,Delta Thistle Curling Club,https://deltathistle.ca/,"11415 84 Ave, Delta, BC V4C 2L9",Ice,Curling,Indoor,Public,11415,84 Avenue,,Delta,BC,V4C 2L9,,,,
,,Great Pacific Forum Planet Ice Delta,https://planetice.ca/delta/index.cfm,"10388 Nordel Ct, Delta, BC V4G 1J7",Ice,2+ surfaces,Indoor,Public,10387,Nordel Court,,Delta,BC,V4G 2L2,,,,
,,North Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/north-delta-recreation-centre,"11415 84 Ave, Delta, BC V4C 2L9",Ice,2+ surfaces,Indoor,Public,11415,84 Avenue,,Delta,BC,V4C 2L9,,,"ice arena, outdoor pool, gym, fitness, curling",
,,North Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/north-delta-recreation-centre,"11415 84 Ave, Delta, BC V4C 2L9",Ice,Curling,Indoor,Public,11415,84 Avenue,,Delta,BC,V4C 2L9,,,"ice arena, outdoor pool, gym, fitness, curling",
,,North Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/north-delta-recreation-centre,"11415 84 Ave, Delta, BC V4C 2L9",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,11415,84 Avenue,,Delta,BC,V4C 2L9,,,"ice arena, outdoor pool, gym, fitness, curling",
,,North Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/north-delta-recreation-centre,"11415 84 Ave, Delta, BC V4C 2L9",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,11415,84 Avenue,,Delta,BC,V4C 2L9,,,"ice arena, outdoor pool, gym, fitness, curling",
,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,"7815 112 St, Delta, BC V4C 4V9",Ice,Single surface,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",
,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,"7815 112 St, Delta, BC V4C 4V9",Aquatics,25m pool with or without other pools,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",
,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,"7815 112 St, Delta, BC V4C 4V9",Aquatics,Leisure / wading pools,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",
,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,"7815 112 St, Delta, BC V4C 4V9",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",
,,Sungod Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/sungod-recreation-centre,"7815 112 St, Delta, BC V4C 4V9",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,7815,112 Street ,,Delta,BC,V4C 4V9,,,"arena, 5 pools, fitness, gym",
,,Tunnel Town Curling Club,http://www.tunneltowncurlingclub.com/,"1720 56 St, Delta, BC V4L 2B1",Ice,Curling,Indoor,Both,1720,56 Street,,Delta,BC,V4L 2B1,,,,
,,Sunshine Hills Tennis Club,https://www.sunshinehillstennisclub.com/,"6748 Carncross Crescent, Delta, BC V4E 2L5",Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,6748,Carncross Crescenet,,Delta,BC,V4E 2L5,,,,
,,Boys & Girls Clubs of South Coast BC,https://bgcbc.ca/locations/hillside/,"11339 84 Ave, Delta, BC V4C 2L9",Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,,
,,Ladner Community Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-community-centre,"4734 51 St, Delta, BC V4K 3R8",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, pickleball",
,,Ladner Community Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-community-centre,"4734 51 St, Delta, BC V4K 3R8",Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,,,,,,,,,"community centre, pickleball",
,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,"pools, arena, fitness",
,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pools, arena, fitness",
,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",Ice,Single surface,Indoor,Public,,,,,,,,,"pools, arena (gym in summer), fitness",
,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"pools, arena (gym in summer), fitness",
,,Ladner Leisure Centre,http://delta.ca/parks-recreation/sport-recreation/indoor-facilities/ladner-leisure-centre,"4600 Clarence Taylor Crescent, Delta, BC V4K 3X3",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pools, arena (gym in summer), fitness",
,,Winskill Aquatic and Fitness Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/winskill-aquatic-and-fitness-centre,"5575 9 Ave, Delta, BC  V4M 1W1",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,"pool, fitness",
