Facility_ID,Facility_Name,STC Standard Civic Address
6665,centre communautaire Daniel-Lafortune,"448, RUE DE POINTE-GATINEAU, GATINEAU, QC"
6666,centre communautaire des Hautes-Plaines,"479, BOUL. DES HAUTES-PLAINES, GATINEAU, QC"
6667,Centre sportif de Buckingham,"485, RUE JAMES, GATINEAU, QC"
6668,centre communautaire Saint-Rosaire,"5, RUE SAINT-ARTHUR, GATINEAU, QC"
6669,centre communautaire Dupuis,"50, RUE ISIDORE-OSTIGUY, GATINEAU, QC"
6670,centre communautaire Apollo,"520, RUE CARLE, GATINEAU, QC"
6671,centre communautaire Daniel-Johnson,"54, RUE TASSE, GATINEAU, QC"
6672,centre communautaire André-Touchet,"57, CHEMIN VANIER, GATINEAU, QC"
6673,Centre aquatique Lucien-Houle,"580A, RUE MACLAREN EST, GATINEAU, QC"
6675,centre communautaire de Lucerne-Nord,"674, RUE DES ECUREUILS, GATINEAU, QC"
6676,centre communautaire Yvon-A.-Grégoire,"70, BOULEVARD SAINT-JOSEPH, GATINEAU, QC"
6677,Aréna Jean-Paul-Sabourin,"70, RUE JEAN-PROULX, GATINEAU, QC"
6678,centre communautaire Saint-Jean-de-Brébeuf,"70, RUE MOREAU, GATINEAU, QC"
6679,Centre sportif de Gatineau,"850, BOULEVARD DE LA GAPPE, GATINEAU, QC"
6686,centre communautaire Jean-René-Monette,"89, RUE JEAN-RENE-MONETTE, GATINEAU, QC"
6687,Centre d'animation jeunesse d'Aylmer (CAJA),"92, RUE DU PATRIMOINE, GATINEAU, QC"
6690,centre communautaire Frank-Robinson,"96 RUE DU PATRIMOINE, GATINEAU, QC"
6691,Aréna Frank-Robinson,"96 RUE DU PATRIMOINE, GATINEAU, QC"
6692,Centre sportif Robert-Rochon,"97, RUE DE L'ARENA, GATINEAU, QC"
6693,Centre communautaire Saint-Raymond ,"99, BOUL. SAINT-RAYMOND, GATINEAU, QC"
6695,centre communautaire Saint-Raymond,"99, BOULEVARD SAINT-RAYMOND, GATINEAU, QC"
6696,Trait d'Union Outaouais Inc.,"109 RUE WRIGHT, GATINEAU, QC"
6697,Aréna Campeau,"165 RUE DES SABLES, GATINEAU, QC"
6698,Campeau Arena,"165 RUE DES SABLES, GATINEAU, QC"
6699,Centre communautaire de Limbour,"288 CHEMIN LEBAUDY, GATINEAU, QC"
6700,Farm Point Community Centre,"311 CHEMIN DE LA RIVIERE, GATINEAU, QC"
6701,Centre Culturel Jacques-Auger,"39 RUE LEDUC, GATINEAU, QC"
6702,Palais des Congrès de Gatineau,"50 BOULEVARD MAISONNEUVE, GATINEAU, QC"
6703,Groupe communautaire Deschênes,"55 CHEMIN VANIER, GATINEAU, QC"
6704,centre communautaire André-Touchet,"57 CHEMIN VANIER, GATINEAU, QC"
6705,Aydelu,"94 RUE DU PATRIMOINE, GATINEAU, QC"
6708,Action Quartiers,"SOUS-SOL, 2 RUE FORTIER, GATINEAU, QC"
6709,Centre communautaire du Parc J.-A. Perkins,"17, CHEMIN DU MANOIR, VAL-DES-MONTS, QC"
6710,Centre communautaire du Parc Thibault,"24, CHEMIN DU PARC, VAL-DES-MONTS, QC"
6711,Centre communautaire du Parc Saint-Germain,"2720, ROUTE PRINCIPALE, VAL-DES-MONTS, QC"
6712,Aréna Sportium,"5, CHEMIN DU MANOIR, VAL-DES-MONTS, QC"
6713,PLAGE MUNICIPALE,"1214, ROUTE PRINCIPALE, VAL-DES-MONTS, QC"
6714,CLSC de Val-des-Monts,"1884 ROUTE DU CARREFOUR, VAL-DES-MONTS, QC"
6715,RAMPES DE MISE À L'EAU,"2, CHEMIN PELISSIER, VAL-DES-MONTS, QC"
6716,PARC MARC CARRIÈRE,"2233, MONTEE PAIEMENT, VAL-DES-MONTS, QC"
6717,Val-Des-Monts Youth House,"30 CHEMIN DE L'EGLISE, VAL-DES-MONTS, QC"
6718,NAKKERTOK,"82, ROUTE DU CARREFOUR, VAL-DES-MONTS, QC"
6719,Multi-purpose community centre (MCC),"6 IMPASSE DES ETOILES, CANTLEY, QC"
6723,Complexe sportif La Pêche,"20, CHEMIN RAPHAEL, LA PECHE, QC"
6726,Centre communautaire de Rupert,"24, CHEMIN SHOULDICE, LA PECHE, QC"
6727,Centre Wakefield La Pêche,"38, CHEMIN VALLEE-DE-WAKEFIELD, LA PECHE, QC"
6730,"Centre communautaire de Masham, a/s Club de l’âge d’or Les bons Amis de Masham ","41, CHEMIN PASSE-PARTOUT, LA PECHE, QC"
6731,"Centre communautaire du Lac des Loups, a/s Loisirs Lac-des-Loups","6, CHEMIN LIONEL BEAUSOLEIL, LA PECHE, QC"
6732,"Centre communautaire Ste-Sophie, East Aldfield","951, CHEMIN CLEO-FOURNIER , LA PECHE, QC"
6733,Hollow Glen Community Centre,"12, CHEMIN DU PARC, CHELSEA, QC"
6734,The Meredith Centre,"23 CECIL RD., CHELSEA, QC"
6738,Gymnasium at the Notre-Dame-de-la-Joie School in Luskville,"14 CHEMIN DU VILLAGE, LUSKVILLE, QC"
6740,Hall at the Breckenridge Fire Station,"1491 HIGHWAY 148, LUSKVILLE, QC"
6741,Quyon Community Centre,"2 CH. DU FERRY, QUYON, QC"
6742,Luskville Community Centre,"2024 HIGHWAY 148, LUSKVILLE, QC"
6743,The Bert Kennedy Centre,"885, RUE DE CLARENDON, QUYON, QC"
6744,Aréna Guy Lafleur,"177 RUE GALIPEAU, THURSO, QC"
6746,Centre Action Générations des Inés de la Vallée-de-la-Lièvre,"390, AVENUE DE BUCKINGHAM, GATINEAU, QC"
6747,Arpidrome,"750, RUE DE LA SORBONNE, CHARLESBOURG, QC"
6750,Centre Saint-Louis,"262, RUE RACINE, LA HAUTE-SAINT-CHARLES, QC"
6751,École secondaire de Rochebelle,"1095, AVENUE DE ROCHEBELLE, SAINTE-FOY, QC"
6752,Aréna Bardy,"2280, AVENUE MONSEIGNEUR-GOSSELIN, LA CITE-LIMOILOU, QC"
6753,Aréna des Deux Glaces,"1515, RUE DE L'INNOVATION, LA HAUTE-SAINT-CHARLES, QC"
6754,Aréna Duberger,"3050, BOULEVARD CENTRAL, LES RIVIERES, QC"
6755,Aréna Gaétan-Duchesne,"2650, AVENUE D'ALEMBERT, LES RIVIERES, QC"
6756,Aréna Marcel-Bédard,"655, BOULEVARD DES CHUTES, BEAUPORT, QC"
6757,Aréna Patrick-Poulin,"220, AVENUE DU CHANOINE-COTE, LES RIVIERES, QC"
6758,Aréna Réjean-Lemelin,"1300, RUE POMPADOUR, CHARLESBOURG, QC"
6759,Centre communautaire Michel-Labadie,"3705, AVENUE CHAUVEAU, LES RIVIERES, QC"
6762,Centre sportif de Sainte-Foy,"930, AVENUE ROLAND-BEAUDIN, SAINTE-FOY, QC"
6763,Centre sportif Marc-Simoneau,"3500, RUE CAMBRONNE, BEAUPORT, QC"
6764,Colisée de Loretteville,"86, BOULEVARD DES ETUDIANTS, LA HAUTE-SAINT-CHARLES, QC"
6765,Centre communautaire Ferland,"1600, 8E AVENUE, LA CITE-LIMOILOU, QC"
6766,Centre communautaire Lucien-Borne,"100, CHEMIN SAINTE-FOY, LA CITE-LIMOILOU, QC"
6770,Centre de loisirs Monseigneur-De Laval,"2, RUE DU FARGY, BEAUPORT, QC"
6771,Complexe Jean-Paul-Nolin,"340, RUE CHABOT, LES RIVIERES, QC"
6772,École secondaire de La Seigneurie,"645, AVENUE DU CENACLE, BEAUPORT, QC"
6773,Institut de réadaptation en déficience physique de Québec (IRDPQ),"525, BOULEVARD WILFRID-HAMEL EST, LES RIVIERES, QC"
6774,Pavillon de l'éducation physique et des sports de l'Université Laval (PEPS),"2300, RUE DE LA TERRASSE, SAINTE-FOY, QC"
6776,Piscine A. Couture (Collège François-de-Laval),"41, RUE SAINTE-FAMILLE, LA CITE-LIMOILOU, QC"
6777,Piscine de l'école L'Odyssée,"1485, RUE DE L'INNOVATION, LA HAUTE-SAINT-CHARLES, QC"
6779,Piscine de l'édifice Denis-Giguère,"305, RUE RACINE, LA HAUTE-SAINT-CHARLES, QC"
6780,Piscine du Campus Notre-Dame-de-Foy,"5000, RUE CLEMENT-LOCKQUELL, SAINT-AUGUSTIN-DE-DESMAURES, QC"
6781,Piscine Jacques-Amyot,"3643, AVENUE DES COMPAGNONS, SAINTE-FOY, QC"
6782,Piscine Jos.-A.-Lachance,"2920, RUE CLAISSE, LES RIVIERES, QC"
6783,Piscine Jules-Dallaire - Patro Roc-Amadour,"2301, 1RE AVENUE, LA CITE-LIMOILOU, QC"
6784,Patro Roc-Amadour,"2301, 1RE AVENUE, LA CITE-LIMOILOU, QC"
6786,Piscine Lucien-Flamand (centre Wilbrod-Bhérer),"7, RUE ROBERT-RUMILLY, LA CITE-LIMOILOU, QC"
6787,Piscine municipale du Bourg-Royal,"640, AVENUE DU BOURG-ROYAL, CHARLESBOURG, QC"
6788,Piscine Sylvie-Bernier,"3020, BOULEVARD HOCHELAGA, SAINTE-FOY, QC"
6790,Piscine Wilfrid-Hamel,"155, RUE BIGAOUETTE, LA CITE-LIMOILOU, QC"
6791,YWCA Québec,"855, AVENUE HOLLAND, LA CITE-LIMOILOU, QC"
6794,Complexe de soccer Chauveau,"7200, BOULEVARD DE L'ORMIERE, LES RIVIERES, QC"
6795,Community Center Claude Allard - ZAP,"3200 AVENUE D'AMOURS, QUEBEC, QC"
6796,Centre Mgr Marcoux,"2025 RUE ADJUTOR RIVARD, QUEBEC, QC"
6799,Cap-rouge Community Centre,"4473 RUE SAINT-FELIX, QUEBEC, QC"
6800,Complexe aquatique multifonctionnel,"1065, ROUTE DES RIVIERES, LEVIS, QC"
6801,Piscine Pierre-Létourneau,"36, RUE VALERE-PLANTE. LEVIS, QC"
6802,Aquaréna Léo-Paul-Bédard,"8001, AVENUE DES EGLISES, LEVIS, QC"
6805,Piscine du Cégep Lévis-Lauzon,"205 ROUTE MONSEIGNEUR-BOURGET, LEVIS, QC"
6806,Aréna Municipal de Lévis,"29, RUE VINCENT-CHAGNON, LEVIS, QC"
6807,Aréna André-Lacroix,"7300, BOULEVARD GUILLAUME-COUTURE, LEVIS, QC"
6808,Complexe 2 Glaces Honco,"275, AVENUE TANIATA, LEVIS, QC"
6809,Aréna B.S.R.,"585, RUE DE BERNIERES, LEVIS, QC"
6810,Aréna St-Romuald,"265, AVENUE DE TANIATA, LEVIS, QC"
6811,Salle Maurice-Chamberland - Aréna de Saint-Romuald,"265, AVENUE DE TANIATA, LEVIS, QC"
6812,École de l'Odyssée,"885, RUE DES MELEZES, LEVIS, QC"
6813,École la Chanterelle,"39, RUE DENIS-GARON, LEVIS, QC"
6814,École du Grand-Fleuve - Pavillon du Méandre,"2111, CHEMIN DU SAULT, LEVIS, QC"
6815,École la Martinière,"520, RUE DE LA SORBONNE, LEVIS, QC"
6816,École Plein-Soleil,"9, RUE GENEST, LEVIS, QC"
6817,École Saint-Louis-de-France,"3165, AVENUE JOSEPH-HUDON, LEVIS, QC"
6818,École Sainte-Hélène,"11, RUE SAINT-MAURICE, LEVIS, QC"
6819,École de la Clé-du-Boisé,"706, AVENUE ALBERT-ROUSSEAU, LEVIS, QC"
6820,École secondaire l'Aubier,"1020, CHEMIN DU SAULT, LEVIS, QC"
6821,École secondaire l'Envol,"1101, ROUTE DES RIVIERES, LEVIS, QC"
6822,École secondaire les Etchemins,"3724, AVENUE DES EGLISES, LEVIS, QC"
6823,École secondaire l'Horizon,"200, RUE ARLETTE-FORTIN, LEVIS, QC"
6824,École secondaire Pointe-Lévy,"30, RUE VINCENT-CHAGNON, LEVIS, QC"
6825,École du Boisé,"396, RUE PAMPHILE-LE MAY, LEVIS, QC"
6826,École de l'Alizé,"851, RUE DES HERONS, LEVIS, QC"
6827,École Desjardins,"3700, RUE DE LA FABRIQUE, LEVIS, QC"
6828,École de Taniata,"1026, AVENUE DE TANIATA, LEVIS, QC"
6829,École des Moussaillons,"807, CHEMIN PINTENDRE, LEVIS, QC"
6830,École de la Rose-des-vents,"50, RUE ARLETTE-FORTIN, LEVIS, QC"
6831,École des Mousserons,"2475, CHEMIN VANIER, LEVIS, QC"
6832,École Clair-Soleil,"150, RUE PLANTE, LEVIS, QC"
6833,École de l'Auberivière,"3921, RUE DE LA FABRIQUE, LEVIS, QC"
6834,École de la Nacelle,"1110, RUE DES PRES, LEVIS, QC"
6835,École La Ruche,"1000, RUE DU BOURGEOIS, LEVIS, QC"
6836,École Saint-Dominique,"2, RUE DE L'ENTENTE, LEVIS, QC"
6837,Carrefour culturel Jean-Gosselin,"3315, AVENUE DES EGLISES, LEVIS, QC"
6838,Centre Culturel de Lévis,"36, RUE VALERE-PLANTE, LEVIS, QC"
6839,Centre Raymond-Blais,"6, RUE RAYMOND-BLAIS, LEVIS, QC"
6840,Centre civique,"955, RUE NOLIN, LEVIS, QC"
6841,Chalet Quatre-Saisons,"1017, RUE ALPHONSE-FERLAND, LEVIS, QC"
6842,Centre communautaire l'Accueil,"1009, AVENUE DE TANIATA, LEVIS, QC"
6843,Centre communautaire Saint-Nicolas,"550, RUE DE LA SORBONNE, LEVIS, QC"
6844,Centre service des Loisirs,"601, ROUTE DES RIVIERES, LEVIS, QC"
6845,Chalet Jean-Dumets,"1452, RUE DES PIONNIERS, LEVIS, QC"
6846,Centre communautaire Le Carrefour,"1325, RUE DE SAINT-DENIS, LEVIS, QC"
6847,Salle Étienne-Baillargeon,"4119, ROUTE DES RIVIERES, LEVIS, QC"
6848,Salle Multi-fonctionnelle,"711, AVENUE ALBERT-ROUSSEAU, LEVIS, QC"
6849,Édifice de la Coulée,"3553, AVENUE BRASSARD, LEVIS, QC"
6850,Édifice des Bâtisseurs,"2485, RUE SAINTE-HELENE, LEVIS, QC"
6851,Centre des Loisirs-Pintendre,"807, RUE OLYMPIQUE, LEVIS, QC"
6852,Édifice Gérard-Dumont,"344 RUE THOMAS-WILSON, LEVIS, QC"
6853,Complexe de soccer Honco de Lévis,"8087 BOUL. DU CENTRE-HOSPITALIER, LEVIS, QC"
6854,Complexe sportif mutifonctionnel,"230, ROUTE DE FOSSAMBAULT, SAINT-AUGUSTIN-DE-DESMAURES QC"
6858,Maison Omer-Juneau,"289, ROUTE 138, SAINT-AUGUSTIN-DE-DESMAURES QC"
6860,Centre Les Bocages,"4850, RUE DU SOURCIN, SAINT-AUGUSTIN-DE-DESMAURES QC"
6862,Centre Delphis-Marois,"300, RUE DE L'ENTRAIN, SAINT-AUGUSTIN-DE-DESMAURES QC"
6864,Complexe sportif multidisciplinaire,"1311, RUE DES LOISIRS EST, L'ANCIENNE-LORETTE QC"
6865,Aquagym Élise Marcotte,"1317, RUE DES LOISIRS EST, L'ANCIENNE-LORETTE, QC"
6870,Polyvalente de L'Ancienne-Lorette,"1801, RUE NOTRE-DAME, L'ANCIENNE-LORETTE, QC"
6872,École des Hauts-Clochers - Pavillon Notre-Dame,"1591, RUE NOTRE-DAME, L'ANCIENNE-LORETTE, QC"
6874,École des Hauts-Clochers - Pavillon Saint-Charles,"1350, RUE SAINT-CHARLES, L'ANCIENNE-LORETTE, QC"
6876,École Le Ruisselet,"1745, RUE SAINT-OLIVIER, L'ANCIENNE-LORETTE, QC"
6878,École du Harfang-des-Neiges 2,"114 1RE AVENUE, STONEHAM-ET-TEWKESBURY, QC"
6880,École du Harfang-des-Neiges 1,"114 1RE AVENUE, STONEHAM-ET-TEWKESBURY, QC"
6881,Hôtel de ville,"325 CHEMIN DU HIBOU, STONEHAM-ET-TEWKESBURY, QC"
6883,Sous-sol de la Chapelle Tewkesbury,"3405 ROUTE TEWKESBURY, STONEHAM-ET-TEWKESBURY, QC"
6884,Grange du Presbytère,"119 1ERE AVENUE, STONEHAM-ET-TEWKESBURY, QC"
6886,Chalet des loisirs Desjardins,"8 CHEMIN DE L'ECOLE, LAC-BEAUPORT, QC"
6887,Centre socioculturel Anne-Hébert,"22 RUE LOUIS JOLLIET, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6890,Maison des aînés,"7, RUE CHARLES-PAINCHAUD, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6891,École Jacques-Cartier,"11 RUE LOUIS JOLLIET, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6892,École Saint-Denys-Garneau,"10 RUE DES ETUDIANTS, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6893,École des Explorateurs,"205 RUE DESIRE-JUNEAU, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6894,Sports Pavilion (Grand-Héron),"4 RUE LOUIS JOLLIET, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6895,Le Boisé,"45 MONTEE DE L'AUBERGE, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6896,Aréna de Boischatel,"5770 BOULEVARD SAINTE-ANNE, BOISCHATEL, QC"
6898,Centre sportif,"160, RUE DES GRES, BOISCHATEL, QC"
6904,Domaine de la Rivière,"135 RUE DES EMERAUDES, BOISCHATEL, QC"
6905,Maison Vézina,"171, RUE DES GRENADIERS, BOISCHATEL, QC"
6906,Centre communautaire Le Trivent ,"3, RUE DU COUVENT, SAINTE-BRIGITTE-DE-LAVAL, QC"
6908,Bâtiment de services du parc des Saphirs,"175 RUE KILDARE, SAINTE-BRIGITTE-DE-LAVAL, BOISCHATEL,QC"
6909,Maison des jeunes La Barak,"7, RUE DE LA PATINOIRE, SAINTE-BRIGITTE-DE-LAVAL, QC"
6911,Centre municipal,"1147, RUE DU PONT, SAINT-LAMBERT-DE-LAUZON, QC"
6912,Centre communautaire de Shannon,"75, CHEMIN DE GOSFORD, SHANNON, QC"
6913,Centre des sports PSP Valcartier,"CFB VALCARTIER,, SHANNON, QC"
6917,Centre récréatif de Saint-Henri,"120, RUE BELLEAU, SAINT-HENRI, QC"
6919,École Courval,"758, ROUTE 138 EST, NEUVILLE QC"
6921,Maison de jeunes de Neuville,"786 RUE DES ERABLES, NEUVILLE, QC"
6922,Hotel de ville de Neuville,"230, RUE DU PERE-RHEAUME, NEUVILLE, QC"
6923,Salle des Fêtes,"745, RUE VAUQUELIN, NEUVILLE, QC"
6924,Centre Olivier Le Tardif,"277, RUE DU COUVENT, CHATEAU-RICHER, QC"
6930,Centre de s Loisirs Gérard-Miotto,"1, RUE DES LOISIRS, L ANGE-GARDIEN, QC"
6931,Gymnase de l'École du Petit-Prince,"20, RUE DU COUVENT EST, PORTE 9, L ANGE-GARDIEN, QC"
6933,Centre Physik,"1754, BOUL. VALCARTIER, SAINT-GABRIEL-DE-VALCARTIER, QC"
6934,Club Ados Saint-Gabriel-de-Valcartier,"1743, BOUL. VALCARTIER, SAINT-GABRIEL-DE-VALCARTIER, QC"
6935,École la Marelle,"116 CHEMIN DU DOMAINE, BEAUMONT, QC"
6937,Moulin de Vincennes,"422 ROUTE DU FLEUVE, BEAUMONT, QC"
6938,Centre communautaire Beaumont,"48 CHEMIN DU DOMAINE, BEAUMONT, QC"
6939,Salle paroissiale,"58, CHEMIN DU DOMAINE, BEAUMONT, QC"
6940,Maison des jeunes de Wendake,"40 RUE DE L'OURS, QUEBEC, QC"
6941,Complexe Sportif Desjardins Wendake,"100, RUE GRAND CHEF THONNAKONA, WENDAKE, QC"
6942,École de lÎle d'Orléans de Saint-Pierre,"1300 CHEMIN ROYAL, SAINT-PIERRE, QC"
6943,Salle des Aînés,"517 ROUTE DES PRETRES, SAINT-PIERRE, QC"
6944,LogiSport,"517 ROUTE DES PRETRES, SAINT-PIERRE, QC"
6945,Maison Des Jeunes De L'Ile D'Orleans,"517 ROUTE DES PRETRES, SAINT-PIERRE, QC"
6946,Centre Communautaires de Saint-Antoine-de-Tilly,"945 RUE DE L'EGLISE, SAINT-ANTOINE-DE-TILLY, QC"
6952,École Saint-Laurent,"6981, CHEMIN ROYAL, SAINT-LAURENT-DE-L' ILE D'ORLEANS, QC"
6955,Centre communautaire Raoul Dandurand,"104, CHEMIN DU BOUT-DE-L'ILE. SAINTE-PETRONILLE, QC"
6956,Gymnase de Sainte-Famille,"2476 CHEMIN ROYAL, SAINTE-FAMILLE, QC"
6957,Manoir du Lac Delage,"40 AVENUE DU LAC, LAC-DELAGE, QC"
6959,Centre le Sillon,"554, RUE LEMELIN; SAINT-FRANCOIS, QC"
6960,Club nautique,"360, CHEMIN THOMAS-MAHER, VILLE DE LAC SAINT-JOSEPH, QC"
6961,Cégep de Chicoutimi,"534, RUE JACQUES-CARTIER EST, CHICOUTIMI, QC"
6962,Pavillon Roland-Saucier,"150, RUE PINEL, CHICOUTIMI, QC"
6963,Cégep de Jonquière,"2505, RUE SAINT-HUBERT, JONQUIERE, QC"
6964,Foyer des loisirs et de la culture,"1910, RUE DU CENTRE, JONQUIERE, QC"
6966,École Secondaire des Grandes-Marées,"1802, RUE JOHN-KANE, LA BAIE, QC"
6967,Pavillon Sportif de l'UQAC,"555, BOULEVARD DE L'UNIVERSITE, CHICOUTIMI, QC"
6974,Polyvalente de Kénogami,"1954, RUE DES ETUDIANTS, JONQUIERE, QC"
6976,Centre Multisport Nazaire-Girard,"6197 RUE NOTRE DAME, LATERRIERE, QC"
6977,Centre Multisport de La Baie,"990, RUE AIME-GRAVEL, LA BAIE, QC"
6978,Centre Georges-Vézina,"643, RUE BEGIN, CHICOUTIMI, QC"
6980,Centre Paul-Étienne-Simard,"4667 CHEMIN DE L'EGLISE, LATERRIERE, QC"
6981,Palais des Sports de Saguenay,"2315, RUE PELLETIER, JONQUIERE, QC"
6983,Pavillon Sportif de Kénogami,"1935, RUE BOURASSA, JONQUIERE, QC"
6984,Centre des Sports Jean-Claude-Tremblay,"1000, RUE AIME-GRAVEL, LA BAIE, QC"
6985,Aréna du Pavillon de l'Agriculture,"350, BOULEVARD DE L UNIVERSITE, CHICOUTIMI, QC"
6986,Centre des Retraités de l'arrondissement de Chicoutimi,"208, RUE TALON, CHICOUTIMI, QC"
6987,Centre Communautaire Horizon 3e Âge,"2148, RUE ROUSSEL, CHICOUTIMI, QC"
6988,Centre communautaire Saint Anne,"2600, RUE ROUSSEL, CHICOUTIMI, QC"
6989,Centre commémoratif Price,"3865, RUE DU ROI-GEORGES, JONQUIERE, QC"
6990,Centre Multiservice de Shipshaw,"4140, RUE DES ORMES, JONQUIERE, QC"
6991,AQUAFUN,"1080 BOUL. TALBOT, SAGUENAY, QC"
6994,Aréna Marina-Larouche,"630, RUE DE L'ARENA, SAGUENAY, QC"
6995,Savana centre d'amusement,"2150 RUE FABIEN, CHICOUTIMI, QC"
6996,Club de Curling de Chicoutimi Inc,"760 RUE JOLLIET, CHICOUTIMI, QC"
6997,Centre récréatif et multifonctionnel,"100, RUE PAUL-AIME HUDON, SAINT-HONORE, QC"
6999,Maison des Jeunes de Saint-Honoré,"180, RUE PAUL-AIME HUDON, SAINT-HONORE, QC"
7000,Club de Curling Beauce-Sartigan,"453 RUE ENNIS, SAINT-HONORE-DE-SHENLEY, QC"
7001,Centre Sportif Réjean Tremblay,"251 AVENUE COUDE, SAINT-DAVID-DE-FALARDEAU, QC"
7003,Centre de conditionnement physique,"165 BOULEVARD SAINT-DAVID, SAINT-DAVID-DE-FALARDEAU, QC"
7004,Maison des Jeunes Alaxion,"60, BOUL. ST-DAVID, ST-DAVID DE FALARDEAU, QC"
7005,Centre Multifonctionnel Michel Simard,"257 RUE SAGUENAY, SAINT-FULGENCE, QC"
7010,Maison des Jeunes de Saint-Fulgence,"8 RUE DE LA FABRIQUE, SAINT-FULGENCE, QC"
7011,Maison des Jeunes de Larouche,"709, RUE GAUTHIER, LAROUCHE, QC"
7012,Mont-Gym,"610, RUE LEVESQUE, LAROUCHE, QC"
7014,Salle Communautaire de Bégin,"120, RUE TREMBLAY, BEGIN, QC"
7015,Club Perce-Neige,"100, RUE LEMIEUX, BEGIN, QC"
7016,Salle Martin-Drouin,"364-B, RUE PRINCIPALE, SAINT-CHARLES-DE-BOURGET, QC"
7017,Maison des Jeunes Le Grafitti,"357, 2E RANG SAINT-CHARLES-DE-BOURGET, QC"
7018,Club de l'Amitié,"213, RUE DU QUAI, SAINTE-ROSE-DU-NORD, QC"
7019,Aréna Philippe-Bergeron,"50, RUE DU DOCTEUR-ALLARD, SHERBROOKE, QC"
7021,Centre Julien-Ducharme,"1671, CHEMIN DUPLESSIS, SHERBROOKE, QC"
7022,Aréna Ivan-Dugré,"1250, RUE GALT OUEST, SHERBROOKE, QC"
7023,Centre récréatif de Rock Forest,"5265, RUE DE GASPE, SHERBROOKE, QC"
7027,Aréna Eugène-Lalonde,"350, RUE TERRILL, SHERBROOKE, QC"
7028,Aréna Jane et Eric Molson de l'Université Bishop's,"2600, RUE COLLEGE, SHERBROOKE, QC"
7029,Piscine Montcalm,"2070 BOULEVARD DE PORTLAND, SHERBROOKE, QC"
7030,Complexe sportif Thibault GM,"2959 BOULEVARD DE L'UNIVERSITE, SHERBROOKE, QC"
7032,Aréna Mont-Sainte-Anne,"2100 CHEMIN DE SAINTE-CATHERINE, SHERBROOKE, QC"
7033,Aréna BCS,"80 MOULTON HILL RD, SHERBROOKE, QC"
7034,Centre communautaire de Brompton,"127, RUE DU FRERE-THEODE, SHERBROOKE, QC"
7035,Centre communautaire Optimiste,"6670, RUE EMERY-FONTAINE, SHERBROOKE, QC"
7036,Centre communautaire Richard-Gingras,"4503, CHEMIN ST-ROCH NORD, SHERBROOKE, QC"
7037,Palais des sports Léopold-Drolet,"360 RUE DU CEGEP, SHERBROOKE, QC"
7040,Carrefour accès loisirs,"172, RUE ELAINE-C.-POIRIER, SHERBROOKE, QC"
7043,Centre Multi Loisirs Sherbrooke,"1010, RUE FAIRMOUNT, SHERBROOKE, QC"
7046,Pavillon Montcalm,"2050, BOUL. DE PORTLAND, SHERBROOKE, QC"
7047,Sherbrooke Salle Communautaire,"10 RUE SAMUEL-GRATHAM, SHERBROOKE, QC"
7048,Centre récréatif communautaire de Deauville,"200 RUE JULES-RICHARD, SHERBROOKE, QC"
7049,Le Rigolo centre d'amusement et de développement,"4204 RUE BERTRAND-FABI LOCAL 2, SHERBROOKE, QC"
7050,Club De Natation De Sherbrooke,"2500 BOULEVARD DE L'UNIVERSITE, SHERBROOKE, QC"
7051,John H. Price Sports and Recreation Centre,"2600, RUE COLLEGE, SHERBROOKE, QC"
7057,Soccer Club Mistral De Sherbrooke,"258-350 RUE TERRILL, SHERBROOKE, QC"
7058,O-volt Sherbrooke,"600 RUE JEAN-PAUL-PERRAULT, SHERBROOKE, QC"
7059,Club De Curling De Sherbrooke,"83 RUE ABENAQUIS, SHERBROOKE, QC"
7060,Aréna de Magog,"100, RUE SAINT-ALPHONSE NORD, MAGOG, QC"
7061,Centre communautaire de Magog,"95, RUE MERRY NORD, BUREAU 113, MAGOG, QC"
7062,Espace culturel,"90, RUE SAINT-DAVID, MAGOG, QC"
7063,Centre Sportif La Ruche,"1255 BOULEVARD DES ETUDIANTS, MAGOG, QC"
7067,Le monde de Tikito,"185 RUE DE HATLEY, MAGOG, QC"
7068,Pavillon Communautaire,"2304 CHEMIN DU PARC, ORFORD, QC"
7069,Centre Sportif Le Stardien,"1000 RUE ALFRED-LESSARD, SAINT-DENIS-DE-BROMPTON, QC"
7070,Centre Communautaire de St-Denis-De-Brompton,"1485 RTE 222, SAINT-DENIS-DE-BROMPTON, QC"
7071,Centre communautaire de Stoke,"387, RUE PRINCIPALE, STOKE, QC"
7072,Centre communautaire de Waterville,"660 RUE COUVENT, WATERVILLE, QC"
7073,Maison des Jeunes de Waterville,"200 RUE DEPOT, WATERVILLE, QC"
7074,Centre communautaire de Hatley,"100, RUE MAIN, HATLEY, QC"
7075,Centre communautaire de North Hatley,"3127, CH. CAPELTON, NORTH HATLEY, QC"
